! Initial radius: 1.0000E+04 AU
! Number of timesteps:    1590
!    Time (yr)         Radius (AU)        v (km/s)         nH (cm-3)           Td (K)           Tg (K)           Avrad (mag)       Avobs (mag)
  -9.828554710E+05   1.000000000E+04   0.000000000E+00   3.000000000E+03   1.538854784E+01   1.538854784E+01   2.720089391E+00   5.874200451E+00
  -9.808897601E+05   1.000000000E+04   0.000000000E+00   3.000000000E+03   1.538032039E+01   1.538032039E+01   2.724101129E+00   5.884817996E+00
  -9.789240492E+05   1.000000000E+04   0.000000000E+00   3.000000000E+03   1.537208955E+01   1.537208955E+01   2.728118784E+00   5.895454733E+00
  -9.769583382E+05   1.000000000E+04   0.000000000E+00   3.000000000E+03   1.536385535E+01   1.536385535E+01   2.732142364E+00   5.906110695E+00
  -9.749926273E+05   1.000000000E+04   0.000000000E+00   3.000000000E+03   1.535561779E+01   1.535561779E+01   2.736171879E+00   5.916785918E+00
  -9.730269163E+05   1.000000000E+04   0.000000000E+00   3.001985274E+03   1.534737689E+01   1.534737689E+01   2.740207337E+00   5.927480436E+00
  -9.710612054E+05   1.000000000E+04   0.000000000E+00   3.016740907E+03   1.533913266E+01   1.533913266E+01   2.744248746E+00   5.938194285E+00
  -9.690954944E+05   1.000000000E+04   0.000000000E+00   3.031569067E+03   1.533088511E+01   1.533088511E+01   2.748296116E+00   5.948927499E+00
  -9.671297835E+05   1.000000000E+04   0.000000000E+00   3.046470113E+03   1.532263426E+01   1.532263426E+01   2.752349455E+00   5.959680112E+00
  -9.651640726E+05   1.000000000E+04   0.000000000E+00   3.061444401E+03   1.531438012E+01   1.531438012E+01   2.756408773E+00   5.970452161E+00
  -9.631983616E+05   1.000000000E+04   0.000000000E+00   3.076492292E+03   1.530612271E+01   1.530612271E+01   2.760474077E+00   5.981243681E+00
  -9.612326507E+05   1.000000000E+04   0.000000000E+00   3.091614148E+03   1.529786204E+01   1.529786204E+01   2.764545377E+00   5.992054706E+00
  -9.592669397E+05   1.000000000E+04   0.000000000E+00   3.106810333E+03   1.528959811E+01   1.528959811E+01   2.768622681E+00   6.002885271E+00
  -9.573012288E+05   1.000000000E+04   0.000000000E+00   3.122081211E+03   1.528133096E+01   1.528133096E+01   2.772705999E+00   6.013735413E+00
  -9.553355179E+05   1.000000000E+04   0.000000000E+00   3.137427150E+03   1.527306058E+01   1.527306058E+01   2.776795339E+00   6.024605167E+00
  -9.533698069E+05   1.000000000E+04   0.000000000E+00   3.152848519E+03   1.526478700E+01   1.526478700E+01   2.780890711E+00   6.035494567E+00
  -9.514040960E+05   1.000000000E+04   0.000000000E+00   3.168345688E+03   1.525651022E+01   1.525651022E+01   2.784992122E+00   6.046403650E+00
  -9.494383850E+05   1.000000000E+04   0.000000000E+00   3.183919030E+03   1.524823027E+01   1.524823027E+01   2.789099583E+00   6.057332450E+00
  -9.474726741E+05   1.000000000E+04   0.000000000E+00   3.199568920E+03   1.523994715E+01   1.523994715E+01   2.793213101E+00   6.068281005E+00
  -9.455069631E+05   1.000000000E+04   0.000000000E+00   3.215295733E+03   1.523166088E+01   1.523166088E+01   2.797332687E+00   6.079249349E+00
  -9.435412522E+05   1.000000000E+04   0.000000000E+00   3.231099849E+03   1.522337147E+01   1.522337147E+01   2.801458348E+00   6.090237517E+00
  -9.415755413E+05   1.000000000E+04   0.000000000E+00   3.246981646E+03   1.521507894E+01   1.521507894E+01   2.805590093E+00   6.101245547E+00
  -9.396098303E+05   1.000000000E+04   0.000000000E+00   3.262941507E+03   1.520678331E+01   1.520678331E+01   2.809727933E+00   6.112273474E+00
  -9.376441194E+05   1.000000000E+04   0.000000000E+00   3.278979815E+03   1.519848457E+01   1.519848457E+01   2.813871875E+00   6.123321334E+00
  -9.356784084E+05   1.000000000E+04   0.000000000E+00   3.295096956E+03   1.519018276E+01   1.519018276E+01   2.818021929E+00   6.134389162E+00
  -9.337126975E+05   1.000000000E+04   0.000000000E+00   3.311293318E+03   1.518187788E+01   1.518187788E+01   2.822178104E+00   6.145476996E+00
  -9.317469865E+05   1.000000000E+04   0.000000000E+00   3.327569290E+03   1.517356995E+01   1.517356995E+01   2.826340408E+00   6.156584871E+00
  -9.297812756E+05   1.000000000E+04   0.000000000E+00   3.343925262E+03   1.516525899E+01   1.516525899E+01   2.830508851E+00   6.167712822E+00
  -9.278155647E+05   1.000000000E+04   0.000000000E+00   3.360361629E+03   1.515694500E+01   1.515694500E+01   2.834683442E+00   6.178860888E+00
  -9.258498537E+05   1.000000000E+04   0.000000000E+00   3.376878786E+03   1.514862800E+01   1.514862800E+01   2.838864190E+00   6.190029104E+00
  -9.238841428E+05   1.000000000E+04   0.000000000E+00   3.393477129E+03   1.514030800E+01   1.514030800E+01   2.843051104E+00   6.201217506E+00
  -9.219184318E+05   1.000000000E+04   0.000000000E+00   3.410157058E+03   1.513198503E+01   1.513198503E+01   2.847244194E+00   6.212426131E+00
  -9.199527209E+05   1.000000000E+04   0.000000000E+00   3.426918974E+03   1.512365909E+01   1.512365909E+01   2.851443467E+00   6.223655015E+00
  -9.179870100E+05   1.000000000E+04   0.000000000E+00   3.443763279E+03   1.511533020E+01   1.511533020E+01   2.855648933E+00   6.234904195E+00
  -9.160212990E+05   1.000000000E+04   0.000000000E+00   3.460690379E+03   1.510699837E+01   1.510699837E+01   2.859860602E+00   6.246173709E+00
  -9.140555881E+05   1.000000000E+04   0.000000000E+00   3.477700681E+03   1.509866363E+01   1.509866363E+01   2.864078483E+00   6.257463591E+00
  -9.120898771E+05   1.000000000E+04   0.000000000E+00   3.494794593E+03   1.509032597E+01   1.509032597E+01   2.868302585E+00   6.268773880E+00
  -9.101241662E+05   1.000000000E+04   0.000000000E+00   3.511972527E+03   1.508198542E+01   1.508198542E+01   2.872532916E+00   6.280104613E+00
  -9.081584552E+05   1.000000000E+04   0.000000000E+00   3.529234895E+03   1.507364200E+01   1.507364200E+01   2.876769486E+00   6.291455825E+00
  -9.061927443E+05   1.000000000E+04   0.000000000E+00   3.546582113E+03   1.506529571E+01   1.506529571E+01   2.881012305E+00   6.302827554E+00
