! Initial radius: 3.9811E+01 AU
! Number of timesteps:     889
!    Time (yr)         Radius (AU)        v (km/s)         nH (cm-3)           Td (K)           Tg (K)           Avrad (mag)       Avobs (mag)
  -9.828554710E+05   3.981071706E+01   0.000000000E+00   3.000000000E+03   1.483658766E+01   1.483658766E+01   2.997237809E+00   6.000673061E+00
  -9.808897601E+05   3.981071706E+01   0.000000000E+00   3.015425307E+03   1.482503794E+01   1.482503794E+01   3.003112550E+00   6.012463352E+00
  -9.789240492E+05   3.981071706E+01   0.000000000E+00   3.030931084E+03   1.481348144E+01   1.481348144E+01   3.008998806E+00   6.024276810E+00
  -9.769583382E+05   3.981071706E+01   0.000000000E+00   3.046516594E+03   1.480191821E+01   1.480191821E+01   3.014896600E+00   6.036113478E+00
  -9.749926273E+05   3.981071706E+01   0.000000000E+00   3.062182247E+03   1.479034835E+01   1.479034835E+01   3.020805953E+00   6.047973404E+00
  -9.730269163E+05   3.981071706E+01   0.000000000E+00   3.077928456E+03   1.477877191E+01   1.477877191E+01   3.026726889E+00   6.059856633E+00
  -9.710612054E+05   3.981071706E+01   0.000000000E+00   3.093755634E+03   1.476718897E+01   1.476718897E+01   3.032659430E+00   6.071763209E+00
  -9.690954944E+05   3.981071706E+01   0.000000000E+00   3.109664197E+03   1.475559960E+01   1.475559960E+01   3.038603600E+00   6.083693181E+00
  -9.671297835E+05   3.981071706E+01   0.000000000E+00   3.125654565E+03   1.474400387E+01   1.474400387E+01   3.044559420E+00   6.095646592E+00
  -9.651640726E+05   3.981071706E+01   0.000000000E+00   3.141727158E+03   1.473240187E+01   1.473240187E+01   3.050526914E+00   6.107623490E+00
  -9.631983616E+05   3.981071706E+01   0.000000000E+00   3.157882399E+03   1.472079365E+01   1.472079365E+01   3.056506104E+00   6.119623921E+00
  -9.612326507E+05   3.981071706E+01   0.000000000E+00   3.174120712E+03   1.470917930E+01   1.470917930E+01   3.062497015E+00   6.131647930E+00
  -9.592669397E+05   3.981071706E+01   0.000000000E+00   3.190442525E+03   1.469755890E+01   1.469755890E+01   3.068499667E+00   6.143695565E+00
  -9.573012288E+05   3.981071706E+01   0.000000000E+00   3.206848267E+03   1.468593252E+01   1.468593252E+01   3.074514085E+00   6.155766871E+00
  -9.553355179E+05   3.981071706E+01   0.000000000E+00   3.223338371E+03   1.467430023E+01   1.467430023E+01   3.080540292E+00   6.167861895E+00
  -9.533698069E+05   3.981071706E+01   0.000000000E+00   3.239913268E+03   1.466266211E+01   1.466266211E+01   3.086578310E+00   6.179980684E+00
  -9.514040960E+05   3.981071706E+01   0.000000000E+00   3.256573397E+03   1.465101825E+01   1.465101825E+01   3.092628164E+00   6.192123284E+00
  -9.494383850E+05   3.981071706E+01   0.000000000E+00   3.273319194E+03   1.463936872E+01   1.463936872E+01   3.098689875E+00   6.204289742E+00
  -9.474726741E+05   3.981071706E+01   0.000000000E+00   3.290151101E+03   1.462771360E+01   1.462771360E+01   3.104763467E+00   6.216480105E+00
  -9.455069631E+05   3.981071706E+01   0.000000000E+00   3.307069560E+03   1.461605297E+01   1.461605297E+01   3.110848964E+00   6.228694420E+00
  -9.435412522E+05   3.981071706E+01   0.000000000E+00   3.324075017E+03   1.460438691E+01   1.460438691E+01   3.116946389E+00   6.240932735E+00
  -9.415755413E+05   3.981071706E+01   0.000000000E+00   3.341167918E+03   1.459271550E+01   1.459271550E+01   3.123055765E+00   6.253195095E+00
  -9.396098303E+05   3.981071706E+01   0.000000000E+00   3.358348713E+03   1.458103882E+01   1.458103882E+01   3.129177116E+00   6.265481549E+00
  -9.376441194E+05   3.981071706E+01   0.000000000E+00   3.375617855E+03   1.456935697E+01   1.456935697E+01   3.135310465E+00   6.277792143E+00
  -9.356784084E+05   3.981071706E+01   0.000000000E+00   3.392975797E+03   1.455767001E+01   1.455767001E+01   3.141455836E+00   6.290126926E+00
  -9.337126975E+05   3.981071706E+01   0.000000000E+00   3.410422996E+03   1.454597804E+01   1.454597804E+01   3.147613252E+00   6.302485945E+00
  -9.317469865E+05   3.981071706E+01   0.000000000E+00   3.427959912E+03   1.453428114E+01   1.453428114E+01   3.153782737E+00   6.314869246E+00
  -9.297812756E+05   3.981071706E+01   0.000000000E+00   3.445587005E+03   1.452257939E+01   1.452257939E+01   3.159964314E+00   6.327276879E+00
  -9.278155647E+05   3.981071706E+01   0.000000000E+00   3.463304739E+03   1.451087288E+01   1.451087288E+01   3.166158008E+00   6.339708891E+00
  -9.258498537E+05   3.981071706E+01   0.000000000E+00   3.481113580E+03   1.449916170E+01   1.449916170E+01   3.172363841E+00   6.352165330E+00
  -9.238841428E+05   3.981071706E+01   0.000000000E+00   3.499013998E+03   1.448744593E+01   1.448744593E+01   3.178581838E+00   6.364646243E+00
  -9.219184318E+05   3.981071706E+01   0.000000000E+00   3.517006462E+03   1.447572567E+01   1.447572567E+01   3.184812023E+00   6.377151679E+00
  -9.199527209E+05   3.981071706E+01   0.000000000E+00   3.535091446E+03   1.446400100E+01   1.446400100E+01   3.191054420E+00   6.389681686E+00
  -9.179870100E+05   3.981071706E+01   0.000000000E+00   3.553269425E+03   1.445227201E+01   1.445227201E+01   3.197309051E+00   6.402236313E+00
  -9.160212990E+05   3.981071706E+01   0.000000000E+00   3.571540879E+03   1.444053879E+01   1.444053879E+01   3.203575943E+00   6.414815607E+00
  -9.140555881E+05   3.981071706E+01   0.000000000E+00   3.589906287E+03   1.442880144E+01   1.442880144E+01   3.209855117E+00   6.427419617E+00
  -9.120898771E+05   3.981071706E+01   0.000000000E+00   3.608366133E+03   1.441706004E+01   1.441706004E+01   3.216146599E+00   6.440048392E+00
  -9.101241662E+05   3.981071706E+01   0.000000000E+00   3.626920903E+03   1.440531468E+01   1.440531468E+01   3.222450413E+00   6.452701981E+00
  -9.081584552E+05   3.981071706E+01   0.000000000E+00   3.645571083E+03   1.439356547E+01   1.439356547E+01   3.228766583E+00   6.465380431E+00
  -9.061927443E+05   3.981071706E+01   0.000000000E+00   3.664317166E+03   1.438181249E+01   1.438181249E+01   3.235095132E+00   6.478083793E+00
  -9.042270334E+05   3.981071706E+01   0.000000000E+00   3.683159644E+03   1.437005584E+01   1.437005584E+01   3.241436086E+00   6.490812114E+00
  -9.022613224E+05   3.981071706E+01   0.000000000E+00   3.702099013E+03   1.435829561E+01   1.435829561E+01   3.247789468E+00   6.503565445E+00
  -9.002956115E+05   3.981071706E+01   0.000000000E+00   3.721135772E+03   1.434653190E+01   1.434653190E+01   3.254155304E+00   6.516343833E+00
  -8.983299005E+05   3.981071706E+01   0.000000000E+00   3.740270420E+03   1.433476481E+01   1.433476481E+01   3.260533617E+00   6.529147329E+00
  -8.963641896E+05   3.981071706E+01   0.000000000E+00   3.759503461E+03   1.432299444E+01   1.432299444E+01   3.266924431E+00   6.541975981E+00
  -8.943984786E+05   3.981071706E+01   0.000000000E+00   3.778835401E+03   1.431122087E+01   1.431122087E+01   3.273327772E+00   6.554829840E+00
  -8.924327677E+05   3.981071706E+01   0.000000000E+00   3.798266750E+03   1.429944422E+01   1.429944422E+01   3.279743664E+00   6.567708954E+00
  -8.904670568E+05   3.981071706E+01   0.000000000E+00   3.817798017E+03   1.428766458E+01   1.428766458E+01   3.286172131E+00   6.580613374E+00
  -8.885013458E+05   3.981071706E+01   0.000000000E+00   3.837429717E+03   1.427588206E+01   1.427588206E+01   3.292613199E+00   6.593543148E+00
  -8.865356349E+05   3.981071706E+01   0.000000000E+00   3.857162366E+03   1.426409675E+01   1.426409675E+01   3.299066891E+00   6.606498327E+00
  -8.845699239E+05   3.981071706E+01   0.000000000E+00   3.876996484E+03   1.425230875E+01   1.425230875E+01   3.305533233E+00   6.619478961E+00
  -8.826042130E+05   3.981071706E+01   0.000000000E+00   3.896932592E+03   1.424051817E+01   1.424051817E+01   3.312012249E+00   6.632485100E+00
  -8.806385021E+05   3.981071706E+01   0.000000000E+00   3.916971214E+03   1.422872512E+01   1.422872512E+01   3.318503964E+00   6.645516794E+00
  -8.786727911E+05   3.981071706E+01   0.000000000E+00   3.937112877E+03   1.421692970E+01   1.421692970E+01   3.325008404E+00   6.658574092E+00
  -8.767070802E+05   3.981071706E+01   0.000000000E+00   3.957358113E+03   1.420513200E+01   1.420513200E+01   3.331525592E+00   6.671657046E+00
  -8.747413692E+05   3.981071706E+01   0.000000000E+00   3.977707452E+03   1.419333215E+01   1.419333215E+01   3.338055555E+00   6.684765706E+00
  -8.727756583E+05   3.981071706E+01   0.000000000E+00   3.998161431E+03   1.418153025E+01   1.418153025E+01   3.344598316E+00   6.697900121E+00
  -8.708099473E+05   3.981071706E+01   0.000000000E+00   4.018720587E+03   1.416972640E+01   1.416972640E+01   3.351153902E+00   6.711060344E+00
  -8.688442364E+05   3.981071706E+01   0.000000000E+00   4.039385462E+03   1.415792071E+01   1.415792071E+01   3.357722337E+00   6.724246424E+00
  -8.668785255E+05   3.981071706E+01   0.000000000E+00   4.060156598E+03   1.414611329E+01   1.414611329E+01   3.364303646E+00   6.737458413E+00
  -8.649128145E+05   3.981071706E+01   0.000000000E+00   4.081034543E+03   1.413430426E+01   1.413430426E+01   3.370897856E+00   6.750696361E+00
  -8.629471036E+05   3.981071706E+01   0.000000000E+00   4.102019846E+03   1.412249372E+01   1.412249372E+01   3.377504990E+00   6.763960319E+00
  -8.609813926E+05   3.981071706E+01   0.000000000E+00   4.123113058E+03   1.411068179E+01   1.411068179E+01   3.384125074E+00   6.777250339E+00
  -8.590156817E+05   3.981071706E+01   0.000000000E+00   4.144314734E+03   1.409886858E+01   1.409886858E+01   3.390758135E+00   6.790566471E+00
  -8.570499707E+05   3.981071706E+01   0.000000000E+00   4.165625433E+03   1.408705420E+01   1.408705420E+01   3.397404196E+00   6.803908768E+00
  -8.550842598E+05   3.981071706E+01   0.000000000E+00   4.187045715E+03   1.407523877E+01   1.407523877E+01   3.404063284E+00   6.817277279E+00
  -8.531185489E+05   3.981071706E+01   0.000000000E+00   4.208576143E+03   1.406342240E+01   1.406342240E+01   3.410735424E+00   6.830672058E+00
  -8.511528379E+05   3.981071706E+01   0.000000000E+00   4.230217284E+03   1.405160521E+01   1.405160521E+01   3.417420642E+00   6.844093154E+00
  -8.491871270E+05   3.981071706E+01   0.000000000E+00   4.251969707E+03   1.403978732E+01   1.403978732E+01   3.424118963E+00   6.857540621E+00
  -8.472214160E+05   3.981071706E+01   0.000000000E+00   4.273833984E+03   1.402796884E+01   1.402796884E+01   3.430830414E+00   6.871014510E+00
  -8.452557051E+05   3.981071706E+01   0.000000000E+00   4.295810690E+03   1.401614990E+01   1.401614990E+01   3.437555019E+00   6.884514873E+00
  -8.432899942E+05   3.981071706E+01   0.000000000E+00   4.317900404E+03   1.400433061E+01   1.400433061E+01   3.444292804E+00   6.898041762E+00
  -8.413242832E+05   3.981071706E+01   0.000000000E+00   4.340103707E+03   1.399251109E+01   1.399251109E+01   3.451043797E+00   6.911595228E+00
  -8.393585723E+05   3.981071706E+01   0.000000000E+00   4.362421183E+03   1.398069147E+01   1.398069147E+01   3.457808021E+00   6.925175325E+00
  -8.373928613E+05   3.981071706E+01   0.000000000E+00   4.384853418E+03   1.396887187E+01   1.396887187E+01   3.464585504E+00   6.938782105E+00
  -8.354271504E+05   3.981071706E+01   0.000000000E+00   4.407401004E+03   1.395705241E+01   1.395705241E+01   3.471376270E+00   6.952415619E+00
  -8.334614394E+05   3.981071706E+01   0.000000000E+00   4.430064533E+03   1.394523322E+01   1.394523322E+01   3.478180348E+00   6.966075921E+00
  -8.314957285E+05   3.981071706E+01   0.000000000E+00   4.452844600E+03   1.393341442E+01   1.393341442E+01   3.484997761E+00   6.979763063E+00
  -8.295300176E+05   3.981071706E+01   0.000000000E+00   4.475741807E+03   1.392159613E+01   1.392159613E+01   3.491828537E+00   6.993477098E+00
  -8.275643066E+05   3.981071706E+01   0.000000000E+00   4.498756754E+03   1.390977849E+01   1.390977849E+01   3.498672701E+00   7.007218079E+00
  -8.255985957E+05   3.981071706E+01   0.000000000E+00   4.521890048E+03   1.389796163E+01   1.389796163E+01   3.505530281E+00   7.020986058E+00
  -8.236328847E+05   3.981071706E+01   0.000000000E+00   4.545142297E+03   1.388614566E+01   1.388614566E+01   3.512401302E+00   7.034781089E+00
  -8.216671738E+05   3.981071706E+01   0.000000000E+00   4.568514112E+03   1.387433073E+01   1.387433073E+01   3.519285790E+00   7.048603225E+00
  -8.197014628E+05   3.981071706E+01   0.000000000E+00   4.592006109E+03   1.386251696E+01   1.386251696E+01   3.526183772E+00   7.062452519E+00
  -8.177357519E+05   3.981071706E+01   0.000000000E+00   4.615618905E+03   1.385070449E+01   1.385070449E+01   3.533095275E+00   7.076329025E+00
  -8.157700410E+05   3.981071706E+01   0.000000000E+00   4.639353122E+03   1.383889345E+01   1.383889345E+01   3.540020324E+00   7.090232796E+00
