! Initial radius: 2.8866E+03 AU
! Number of timesteps:    1397
!    Time (yr)         Radius (AU)        v (km/s)         nH (cm-3)           Td (K)           Tg (K)           Avrad (mag)       Avobs (mag)
  -9.828554710E+05   2.886636706E+03   0.000000000E+00   3.000000000E+03   1.499503090E+01   1.499503090E+01   2.916923042E+00   5.978124617E+00
  -9.808897601E+05   2.886636706E+03   0.000000000E+00   3.009177256E+03   1.498464344E+01   1.498464344E+01   2.922261176E+00   5.989733443E+00
  -9.789240492E+05   2.886636706E+03   0.000000000E+00   3.024590475E+03   1.497425182E+01   1.497425182E+01   2.927609080E+00   6.001364811E+00
  -9.769583382E+05   2.886636706E+03   0.000000000E+00   3.040082640E+03   1.496385607E+01   1.496385607E+01   2.932966770E+00   6.013018767E+00
  -9.749926273E+05   2.886636706E+03   0.000000000E+00   3.055654158E+03   1.495326090E+01   1.495326090E+01   2.938334266E+00   6.024695353E+00
  -9.730269163E+05   2.886636706E+03   0.000000000E+00   3.071305434E+03   1.494254451E+01   1.494254451E+01   2.943711584E+00   6.036394614E+00
  -9.710612054E+05   2.886636706E+03   0.000000000E+00   3.087036877E+03   1.493182161E+01   1.493182161E+01   2.949098743E+00   6.048116593E+00
  -9.690954944E+05   2.886636706E+03   0.000000000E+00   3.102848898E+03   1.492109225E+01   1.492109225E+01   2.954495761E+00   6.059861336E+00
  -9.671297835E+05   2.886636706E+03   0.000000000E+00   3.118741909E+03   1.491035649E+01   1.491035649E+01   2.959902656E+00   6.071628885E+00
  -9.651640726E+05   2.886636706E+03   0.000000000E+00   3.134716325E+03   1.489961437E+01   1.489961437E+01   2.965319445E+00   6.083419285E+00
  -9.631983616E+05   2.886636706E+03   0.000000000E+00   3.150772563E+03   1.488886595E+01   1.488886595E+01   2.970746148E+00   6.095232581E+00
  -9.612326507E+05   2.886636706E+03   0.000000000E+00   3.166911043E+03   1.487811129E+01   1.487811129E+01   2.976182782E+00   6.107068817E+00
  -9.592669397E+05   2.886636706E+03   0.000000000E+00   3.183132184E+03   1.486735043E+01   1.486735043E+01   2.981629365E+00   6.118928037E+00
  -9.573012288E+05   2.886636706E+03   0.000000000E+00   3.199436412E+03   1.485658344E+01   1.485658344E+01   2.987085916E+00   6.130810287E+00
  -9.553355179E+05   2.886636706E+03   0.000000000E+00   3.215824151E+03   1.484581037E+01   1.484581037E+01   2.992552452E+00   6.142715611E+00
  -9.533698069E+05   2.886636706E+03   0.000000000E+00   3.232295829E+03   1.483503128E+01   1.483503128E+01   2.998028993E+00   6.154644053E+00
  -9.514040960E+05   2.886636706E+03   0.000000000E+00   3.248851876E+03   1.482424621E+01   1.482424621E+01   3.003515556E+00   6.166595659E+00
  -9.494383850E+05   2.886636706E+03   0.000000000E+00   3.265492725E+03   1.481345524E+01   1.481345524E+01   3.009012160E+00   6.178570474E+00
  -9.474726741E+05   2.886636706E+03   0.000000000E+00   3.282218809E+03   1.480265841E+01   1.480265841E+01   3.014518823E+00   6.190568542E+00
  -9.455069631E+05   2.886636706E+03   0.000000000E+00   3.299030565E+03   1.479185578E+01   1.479185578E+01   3.020035563E+00   6.202589910E+00
  -9.435412522E+05   2.886636706E+03   0.000000000E+00   3.315928433E+03   1.478104741E+01   1.478104741E+01   3.025562399E+00   6.214634621E+00
  -9.415755413E+05   2.886636706E+03   0.000000000E+00   3.332912852E+03   1.477023336E+01   1.477023336E+01   3.031099350E+00   6.226702722E+00
  -9.396098303E+05   2.886636706E+03   0.000000000E+00   3.349984267E+03   1.475941369E+01   1.475941369E+01   3.036646433E+00   6.238794258E+00
  -9.376441194E+05   2.886636706E+03   0.000000000E+00   3.367143122E+03   1.474858846E+01   1.474858846E+01   3.042203668E+00   6.250909274E+00
  -9.356784084E+05   2.886636706E+03   0.000000000E+00   3.384389867E+03   1.473775773E+01   1.473775773E+01   3.047771074E+00   6.263047816E+00
  -9.337126975E+05   2.886636706E+03   0.000000000E+00   3.401724951E+03   1.472692155E+01   1.472692155E+01   3.053348667E+00   6.275209929E+00
  -9.317469865E+05   2.886636706E+03   0.000000000E+00   3.419148826E+03   1.471607999E+01   1.471607999E+01   3.058936469E+00   6.287395660E+00
  -9.297812756E+05   2.886636706E+03   0.000000000E+00   3.436661947E+03   1.470523311E+01   1.470523311E+01   3.064534496E+00   6.299605055E+00
  -9.278155647E+05   2.886636706E+03   0.000000000E+00   3.454264772E+03   1.469438098E+01   1.469438098E+01   3.070142768E+00   6.311838158E+00
  -9.258498537E+05   2.886636706E+03   0.000000000E+00   3.471957760E+03   1.468352365E+01   1.468352365E+01   3.075761303E+00   6.324095017E+00
  -9.238841428E+05   2.886636706E+03   0.000000000E+00   3.489741373E+03   1.467266118E+01   1.467266118E+01   3.081390120E+00   6.336375677E+00
  -9.219184318E+05   2.886636706E+03   0.000000000E+00   3.507616074E+03   1.466179364E+01   1.466179364E+01   3.087029239E+00   6.348680185E+00
  -9.199527209E+05   2.886636706E+03   0.000000000E+00   3.525582331E+03   1.465092110E+01   1.465092110E+01   3.092678677E+00   6.361008587E+00
  -9.179870100E+05   2.886636706E+03   0.000000000E+00   3.543640613E+03   1.464004362E+01   1.464004362E+01   3.098338455E+00   6.373360929E+00
  -9.160212990E+05   2.886636706E+03   0.000000000E+00   3.561791390E+03   1.462916126E+01   1.462916126E+01   3.104008590E+00   6.385737258E+00
  -9.140555881E+05   2.886636706E+03   0.000000000E+00   3.580035137E+03   1.461827408E+01   1.461827408E+01   3.109689101E+00   6.398137621E+00
  -9.120898771E+05   2.886636706E+03   0.000000000E+00   3.598372329E+03   1.460738216E+01   1.460738216E+01   3.115380009E+00   6.410562063E+00
  -9.101241662E+05   2.886636706E+03   0.000000000E+00   3.616803446E+03   1.459648556E+01   1.459648556E+01   3.121081331E+00   6.423010632E+00
  -9.081584552E+05   2.886636706E+03   0.000000000E+00   3.635328968E+03   1.458558434E+01   1.458558434E+01   3.126793086E+00   6.435483375E+00
  -9.061927443E+05   2.886636706E+03   0.000000000E+00   3.653949380E+03   1.457467858E+01   1.457467858E+01   3.132515295E+00   6.447980339E+00
  -9.042270334E+05   2.886636706E+03   0.000000000E+00   3.672665166E+03   1.456376833E+01   1.456376833E+01   3.138247976E+00   6.460501570E+00
  -9.022613224E+05   2.886636706E+03   0.000000000E+00   3.691476816E+03   1.455285368E+01   1.455285368E+01   3.143991147E+00   6.473047116E+00
  -9.002956115E+05   2.886636706E+03   0.000000000E+00   3.710384821E+03   1.454193468E+01   1.454193468E+01   3.149744829E+00   6.485617024E+00
  -8.983299005E+05   2.886636706E+03   0.000000000E+00   3.729389674E+03   1.453101141E+01   1.453101141E+01   3.155509041E+00   6.498211341E+00
  -8.963641896E+05   2.886636706E+03   0.000000000E+00   3.748491871E+03   1.452008394E+01   1.452008394E+01   3.161283801E+00   6.510830115E+00
  -8.943984786E+05   2.886636706E+03   0.000000000E+00   3.767691911E+03   1.450915233E+01   1.450915233E+01   3.167069130E+00   6.523473393E+00
  -8.924327677E+05   2.886636706E+03   0.000000000E+00   3.786990294E+03   1.449821666E+01   1.449821666E+01   3.172865046E+00   6.536141223E+00
  -8.904670568E+05   2.886636706E+03   0.000000000E+00   3.806387526E+03   1.448727700E+01   1.448727700E+01   3.178671569E+00   6.548833653E+00
  -8.885013458E+05   2.886636706E+03   0.000000000E+00   3.825884111E+03   1.447633342E+01   1.447633342E+01   3.184488718E+00   6.561550730E+00
  -8.865356349E+05   2.886636706E+03   0.000000000E+00   3.845480560E+03   1.446538599E+01   1.446538599E+01   3.190316513E+00   6.574292501E+00
  -8.845699239E+05   2.886636706E+03   0.000000000E+00   3.865177382E+03   1.445443479E+01   1.445443479E+01   3.196154973E+00   6.587059016E+00
  -8.826042130E+05   2.886636706E+03   0.000000000E+00   3.884975094E+03   1.444347988E+01   1.444347988E+01   3.202004117E+00   6.599850322E+00
  -8.806385021E+05   2.886636706E+03   0.000000000E+00   3.904874210E+03   1.443252135E+01   1.443252135E+01   3.207863967E+00   6.612666467E+00
  -8.786727911E+05   2.886636706E+03   0.000000000E+00   3.924875251E+03   1.442155927E+01   1.442155927E+01   3.213734539E+00   6.625507500E+00
  -8.767070802E+05   2.886636706E+03   0.000000000E+00   3.944978739E+03   1.441059371E+01   1.441059371E+01   3.219615856E+00   6.638373468E+00
  -8.747413692E+05   2.886636706E+03   0.000000000E+00   3.965185198E+03   1.439962474E+01   1.439962474E+01   3.225507935E+00   6.651264421E+00
  -8.727756583E+05   2.886636706E+03   0.000000000E+00   3.985495157E+03   1.438865245E+01   1.438865245E+01   3.231410798E+00   6.664180406E+00
  -8.708099473E+05   2.886636706E+03   0.000000000E+00   4.005909144E+03   1.437767692E+01   1.437767692E+01   3.237324463E+00   6.677121473E+00
  -8.688442364E+05   2.886636706E+03   0.000000000E+00   4.026427693E+03   1.436669821E+01   1.436669821E+01   3.243248950E+00   6.690087670E+00
  -8.668785255E+05   2.886636706E+03   0.000000000E+00   4.047051340E+03   1.435571640E+01   1.435571640E+01   3.249184279E+00   6.703079045E+00
  -8.649128145E+05   2.886636706E+03   0.000000000E+00   4.067780623E+03   1.434473158E+01   1.434473158E+01   3.255130471E+00   6.716095649E+00
  -8.629471036E+05   2.886636706E+03   0.000000000E+00   4.088616082E+03   1.433374383E+01   1.433374383E+01   3.261087544E+00   6.729137529E+00
  -8.609813926E+05   2.886636706E+03   0.000000000E+00   4.109558262E+03   1.432275321E+01   1.432275321E+01   3.267055519E+00   6.742204735E+00
  -8.590156817E+05   2.886636706E+03   0.000000000E+00   4.130607709E+03   1.431175982E+01   1.431175982E+01   3.273034416E+00   6.755297316E+00
  -8.570499707E+05   2.886636706E+03   0.000000000E+00   4.151764973E+03   1.430076373E+01   1.430076373E+01   3.279024254E+00   6.768415321E+00
  -8.550842598E+05   2.886636706E+03   0.000000000E+00   4.173030606E+03   1.428976503E+01   1.428976503E+01   3.285025054E+00   6.781558800E+00
  -8.531185489E+05   2.886636706E+03   0.000000000E+00   4.194405163E+03   1.427876380E+01   1.427876380E+01   3.291036837E+00   6.794727802E+00
  -8.511528379E+05   2.886636706E+03   0.000000000E+00   4.215889203E+03   1.426776011E+01   1.426776011E+01   3.297059621E+00   6.807922376E+00
  -8.491871270E+05   2.886636706E+03   0.000000000E+00   4.237483285E+03   1.425675406E+01   1.425675406E+01   3.303093426E+00   6.821142573E+00
  -8.472214160E+05   2.886636706E+03   0.000000000E+00   4.259187973E+03   1.424574572E+01   1.424574572E+01   3.309138275E+00   6.834388442E+00
  -8.452557051E+05   2.886636706E+03   0.000000000E+00   4.281003834E+03   1.423473519E+01   1.423473519E+01   3.315194185E+00   6.847660033E+00
  -8.432899942E+05   2.886636706E+03   0.000000000E+00   4.302931438E+03   1.422372253E+01   1.422372253E+01   3.321261179E+00   6.860957396E+00
  -8.413242832E+05   2.886636706E+03   0.000000000E+00   4.324971356E+03   1.421270785E+01   1.421270785E+01   3.327339275E+00   6.874280581E+00
  -8.393585723E+05   2.886636706E+03   0.000000000E+00   4.347124165E+03   1.420169123E+01   1.420169123E+01   3.333428494E+00   6.887629638E+00
  -8.373928613E+05   2.886636706E+03   0.000000000E+00   4.369390441E+03   1.419067275E+01   1.419067275E+01   3.339528857E+00   6.901004617E+00
  -8.354271504E+05   2.886636706E+03   0.000000000E+00   4.391770767E+03   1.417965250E+01   1.417965250E+01   3.345640384E+00   6.914405569E+00
  -8.334614394E+05   2.886636706E+03   0.000000000E+00   4.414265727E+03   1.416863057E+01   1.416863057E+01   3.351763096E+00   6.927832544E+00
  -8.314957285E+05   2.886636706E+03   0.000000000E+00   4.436875907E+03   1.415760705E+01   1.415760705E+01   3.357897012E+00   6.941285593E+00
  -8.295300176E+05   2.886636706E+03   0.000000000E+00   4.459601899E+03   1.414658202E+01   1.414658202E+01   3.364042154E+00   6.954764766E+00
  -8.275643066E+05   2.886636706E+03   0.000000000E+00   4.482444294E+03   1.413555558E+01   1.413555558E+01   3.370198542E+00   6.968270113E+00
  -8.255985957E+05   2.886636706E+03   0.000000000E+00   4.505403690E+03   1.412452782E+01   1.412452782E+01   3.376366196E+00   6.981801687E+00
  -8.236328847E+05   2.886636706E+03   0.000000000E+00   4.528480686E+03   1.411349882E+01   1.411349882E+01   3.382545138E+00   6.995359538E+00
  -8.216671738E+05   2.886636706E+03   0.000000000E+00   4.551675883E+03   1.410246869E+01   1.410246869E+01   3.388735387E+00   7.008943716E+00
