! Initial radius: 1.1361E+01 AU
! Number of timesteps:     762
!    Time (yr)         Radius (AU)        v (km/s)         nH (cm-3)           Td (K)           Tg (K)           Avrad (mag)       Avobs (mag)
  -9.828554710E+05   1.136136076E+01   0.000000000E+00   3.000000000E+03   1.483502196E+01   1.483502196E+01   2.998033729E+00   6.001034376E+00
  -9.808897601E+05   1.136136076E+01   0.000000000E+00   3.015426372E+03   1.482346402E+01   1.482346402E+01   3.003913743E+00   6.012827065E+00
  -9.789240492E+05   1.136136076E+01   0.000000000E+00   3.030932165E+03   1.481189930E+01   1.481189930E+01   3.009805288E+00   6.024642928E+00
  -9.769583382E+05   1.136136076E+01   0.000000000E+00   3.046517691E+03   1.480032787E+01   1.480032787E+01   3.015708389E+00   6.036482011E+00
  -9.749926273E+05   1.136136076E+01   0.000000000E+00   3.062183360E+03   1.478874979E+01   1.478874979E+01   3.021623068E+00   6.048344358E+00
  -9.730269163E+05   1.136136076E+01   0.000000000E+00   3.077929585E+03   1.477716514E+01   1.477716514E+01   3.027549347E+00   6.060230016E+00
  -9.710612054E+05   1.136136076E+01   0.000000000E+00   3.093756779E+03   1.476557399E+01   1.476557399E+01   3.033487249E+00   6.072139031E+00
  -9.690954944E+05   1.136136076E+01   0.000000000E+00   3.109665359E+03   1.475397641E+01   1.475397641E+01   3.039436797E+00   6.084071449E+00
  -9.671297835E+05   1.136136076E+01   0.000000000E+00   3.125655744E+03   1.474237248E+01   1.474237248E+01   3.045398014E+00   6.096027315E+00
  -9.651640726E+05   1.136136076E+01   0.000000000E+00   3.141728354E+03   1.473076227E+01   1.473076227E+01   3.051370922E+00   6.108006675E+00
  -9.631983616E+05   1.136136076E+01   0.000000000E+00   3.157883611E+03   1.471914586E+01   1.471914586E+01   3.057355545E+00   6.120009576E+00
  -9.612326507E+05   1.136136076E+01   0.000000000E+00   3.174121941E+03   1.470752332E+01   1.470752332E+01   3.063351906E+00   6.132036065E+00
  -9.592669397E+05   1.136136076E+01   0.000000000E+00   3.190443772E+03   1.469589472E+01   1.469589472E+01   3.069360027E+00   6.144086186E+00
  -9.573012288E+05   1.136136076E+01   0.000000000E+00   3.206849531E+03   1.468426015E+01   1.468426015E+01   3.075379932E+00   6.156159988E+00
  -9.553355179E+05   1.136136076E+01   0.000000000E+00   3.223339652E+03   1.467261967E+01   1.467261967E+01   3.081411644E+00   6.168257515E+00
  -9.533698069E+05   1.136136076E+01   0.000000000E+00   3.239914568E+03   1.466097338E+01   1.466097338E+01   3.087455186E+00   6.180378816E+00
  -9.514040960E+05   1.136136076E+01   0.000000000E+00   3.256574714E+03   1.464932133E+01   1.464932133E+01   3.093510581E+00   6.192523936E+00
  -9.494383850E+05   1.136136076E+01   0.000000000E+00   3.273320529E+03   1.463766363E+01   1.463766363E+01   3.099577852E+00   6.204692923E+00
  -9.474726741E+05   1.136136076E+01   0.000000000E+00   3.290152454E+03   1.462600034E+01   1.462600034E+01   3.105657023E+00   6.216885824E+00
  -9.455069631E+05   1.136136076E+01   0.000000000E+00   3.307070931E+03   1.461433154E+01   1.461433154E+01   3.111748117E+00   6.229102684E+00
