! Initial radius: 4.1317E+03 AU
! Number of timesteps:    1463
!    Time (yr)         Radius (AU)        v (km/s)         nH (cm-3)           Td (K)           Tg (K)           Avrad (mag)       Avobs (mag)
  -9.828554710E+05   4.131708835E+03   0.000000000E+00   3.000000000E+03   1.506302423E+01   1.506302423E+01   2.882167841E+00   5.965702230E+00
  -9.808897601E+05   4.131708835E+03   0.000000000E+00   3.002757190E+03   1.505299957E+01   1.505299957E+01   2.887271783E+00   5.977196510E+00
  -9.789240492E+05   4.131708835E+03   0.000000000E+00   3.018075773E+03   1.504297085E+01   1.504297085E+01   2.892384763E+00   5.988712936E+00
  -9.769583382E+05   4.131708835E+03   0.000000000E+00   3.033472503E+03   1.503293808E+01   1.503293808E+01   2.897506797E+00   6.000251551E+00
  -9.749926273E+05   4.131708835E+03   0.000000000E+00   3.048947780E+03   1.502290128E+01   1.502290128E+01   2.902637902E+00   6.011812398E+00
  -9.730269163E+05   4.131708835E+03   0.000000000E+00   3.064502004E+03   1.501286049E+01   1.501286049E+01   2.907778093E+00   6.023395519E+00
  -9.710612054E+05   4.131708835E+03   0.000000000E+00   3.080135579E+03   1.500281573E+01   1.500281573E+01   2.912927387E+00   6.035000958E+00
  -9.690954944E+05   4.131708835E+03   0.000000000E+00   3.095848908E+03   1.499276703E+01   1.499276703E+01   2.918085800E+00   6.046628758E+00
  -9.671297835E+05   4.131708835E+03   0.000000000E+00   3.111642398E+03   1.498271441E+01   1.498271441E+01   2.923253347E+00   6.058278961E+00
  -9.651640726E+05   4.131708835E+03   0.000000000E+00   3.127516459E+03   1.497265790E+01   1.497265790E+01   2.928430046E+00   6.069951611E+00
  -9.631983616E+05   4.131708835E+03   0.000000000E+00   3.143471502E+03   1.496259752E+01   1.496259752E+01   2.933615911E+00   6.081646750E+00
  -9.612326507E+05   4.131708835E+03   0.000000000E+00   3.159507939E+03   1.495231037E+01   1.495231037E+01   2.938810961E+00   6.093364424E+00
  -9.592669397E+05   4.131708835E+03   0.000000000E+00   3.175626187E+03   1.494193981E+01   1.494193981E+01   2.944015210E+00   6.105104673E+00
  -9.573012288E+05   4.131708835E+03   0.000000000E+00   3.191826662E+03   1.493156315E+01   1.493156315E+01   2.949228675E+00   6.116867544E+00
  -9.553355179E+05   4.131708835E+03   0.000000000E+00   3.208109783E+03   1.492118044E+01   1.492118044E+01   2.954451372E+00   6.128653078E+00
  -9.533698069E+05   4.131708835E+03   0.000000000E+00   3.224475973E+03   1.491079174E+01   1.491079174E+01   2.959683318E+00   6.140461319E+00
  -9.514040960E+05   4.131708835E+03   0.000000000E+00   3.240925655E+03   1.490039708E+01   1.490039708E+01   2.964924529E+00   6.152292312E+00
  -9.494383850E+05   4.131708835E+03   0.000000000E+00   3.257459256E+03   1.488999652E+01   1.488999652E+01   2.970175022E+00   6.164146100E+00
  -9.474726741E+05   4.131708835E+03   0.000000000E+00   3.274077202E+03   1.487959011E+01   1.487959011E+01   2.975434813E+00   6.176022727E+00
  -9.455069631E+05   4.131708835E+03   0.000000000E+00   3.290779926E+03   1.486917789E+01   1.486917789E+01   2.980703918E+00   6.187922236E+00
  -9.435412522E+05   4.131708835E+03   0.000000000E+00   3.307567858E+03   1.485875992E+01   1.485875992E+01   2.985982354E+00   6.199844673E+00
  -9.415755413E+05   4.131708835E+03   0.000000000E+00   3.324441434E+03   1.484833625E+01   1.484833625E+01   2.991270137E+00   6.211790082E+00
  -9.396098303E+05   4.131708835E+03   0.000000000E+00   3.341401090E+03   1.483790692E+01   1.483790692E+01   2.996567285E+00   6.223758506E+00
  -9.376441194E+05   4.131708835E+03   0.000000000E+00   3.358447267E+03   1.482747198E+01   1.482747198E+01   3.001873812E+00   6.235749989E+00
  -9.356784084E+05   4.131708835E+03   0.000000000E+00   3.375580404E+03   1.481703150E+01   1.481703150E+01   3.007189737E+00   6.247764577E+00
  -9.337126975E+05   4.131708835E+03   0.000000000E+00   3.392800946E+03   1.480658551E+01   1.480658551E+01   3.012515076E+00   6.259802314E+00
  -9.317469865E+05   4.131708835E+03   0.000000000E+00   3.410109339E+03   1.479613408E+01   1.479613408E+01   3.017849846E+00   6.271863244E+00
  -9.297812756E+05   4.131708835E+03   0.000000000E+00   3.427506031E+03   1.478567725E+01   1.478567725E+01   3.023194062E+00   6.283947413E+00
  -9.278155647E+05   4.131708835E+03   0.000000000E+00   3.444991473E+03   1.477521507E+01   1.477521507E+01   3.028547743E+00   6.296054864E+00
  -9.258498537E+05   4.131708835E+03   0.000000000E+00   3.462566116E+03   1.476474761E+01   1.476474761E+01   3.033910904E+00   6.308185643E+00
  -9.238841428E+05   4.131708835E+03   0.000000000E+00   3.480230416E+03   1.475427491E+01   1.475427491E+01   3.039283562E+00   6.320339795E+00
  -9.219184318E+05   4.131708835E+03   0.000000000E+00   3.497984831E+03   1.474379703E+01   1.474379703E+01   3.044665735E+00   6.332517364E+00
