Nsteps =      412
! r (AU)     t (yr)   nH (cm-3)  Tgas (K)   Tdust (K)   Av (mag)
0.0000000E+00  6.7880506E+05  1.0000000E+04  1.0067705E+01  1.1916538E+01  6.9486480E+00
0.0000000E+00  6.8150779E+05  1.0000000E+04  1.0079156E+01  1.1915073E+01  6.9743240E+00
0.0000000E+00  6.8421053E+05  1.0000000E+04  1.0090511E+01  1.1913627E+01  7.0000000E+00
0.0000000E+00  6.8690958E+05  1.0000000E+04  1.0101770E+01  1.1912199E+01  7.0256410E+00
0.0000000E+00  6.8960864E+05  1.0000000E+04  1.0112935E+01  1.1910788E+01  7.0512821E+00
0.0000000E+00  6.9230769E+05  1.0000000E+04  1.0124007E+01  1.1909395E+01  7.0769231E+00
0.0000000E+00  6.9500675E+05  1.0000000E+04  1.0134988E+01  1.1908018E+01  7.1025641E+00
0.0000000E+00  6.9770580E+05  1.0000000E+04  1.0145879E+01  1.1906659E+01  7.1282051E+00
0.0000000E+00  7.0040486E+05  1.0000000E+04  1.0156678E+01  1.1905315E+01  7.1538461E+00
0.0000000E+00  7.0310391E+05  1.0000000E+04  1.0167393E+01  1.1903988E+01  7.1794872E+00
0.0000000E+00  7.0580297E+05  1.0000000E+04  1.0178021E+01  1.1902677E+01  7.2051282E+00
0.0000000E+00  7.0850202E+05  1.0000000E+04  1.0188564E+01  1.1901381E+01  7.2307692E+00
0.0000000E+00  7.1120108E+05  1.0000000E+04  1.0199023E+01  1.1900101E+01  7.2564103E+00
0.0000000E+00  7.1390013E+05  1.0000000E+04  1.0209394E+01  1.1898836E+01  7.2820513E+00
0.0000000E+00  7.1659919E+05  1.0000000E+04  1.0219686E+01  1.1897585E+01  7.3076923E+00
0.0000000E+00  7.1929825E+05  1.0000000E+04  1.0229896E+01  1.1896350E+01  7.3333333E+00
0.0000000E+00  7.2199730E+05  1.0000000E+04  1.0240026E+01  1.1895128E+01  7.3589744E+00
0.0000000E+00  7.2469636E+05  1.0000000E+04  1.0250076E+01  1.1893920E+01  7.3846154E+00
0.0000000E+00  7.2739541E+05  1.0000000E+04  1.0260048E+01  1.1892727E+01  7.4102564E+00
0.0000000E+00  7.3009447E+05  1.0000000E+04  1.0269941E+01  1.1891547E+01  7.4358974E+00
0.0000000E+00  7.3279352E+05  1.0000000E+04  1.0279758E+01  1.1890380E+01  7.4615385E+00
0.0000000E+00  7.3549258E+05  1.0000000E+04  1.0289498E+01  1.1889227E+01  7.4871795E+00
0.0000000E+00  7.3819163E+05  1.0000000E+04  1.0299163E+01  1.1888086E+01  7.5128205E+00
0.0000000E+00  7.4089069E+05  1.0000000E+04  1.0308754E+01  1.1886958E+01  7.5384615E+00
0.0000000E+00  7.4358974E+05  1.0000000E+04  1.0318271E+01  1.1885843E+01  7.5641026E+00
0.0000000E+00  7.4628880E+05  1.0000000E+04  1.0327714E+01  1.1884740E+01  7.5897436E+00
0.0000000E+00  7.4898785E+05  1.0000000E+04  1.0337085E+01  1.1883650E+01  7.6153846E+00
0.0000000E+00  7.5168691E+05  1.0000000E+04  1.0346385E+01  1.1882571E+01  7.6410256E+00
0.0000000E+00  7.5438597E+05  1.0000000E+04  1.0355612E+01  1.1881504E+01  7.6666667E+00
0.0000000E+00  7.5708502E+05  1.0000000E+04  1.0364775E+01  1.1880449E+01  7.6923077E+00
0.0000000E+00  7.5978408E+05  1.0000000E+04  1.0373870E+01  1.1879405E+01  7.7179487E+00
0.0000000E+00  7.6248313E+05  1.0000000E+04  1.0382895E+01  1.1878372E+01  7.7435897E+00
0.0000000E+00  7.6518219E+05  1.0000000E+04  1.0391852E+01  1.1877350E+01  7.7692308E+00
0.0000000E+00  7.6788124E+05  1.0000000E+04  1.0400742E+01  1.1876340E+01  7.7948718E+00
0.0000000E+00  7.7058030E+05  1.0000000E+04  1.0409564E+01  1.1875340E+01  7.8205128E+00
0.0000000E+00  7.7327935E+05  1.0000000E+04  1.0418320E+01  1.1874350E+01  7.8461539E+00
0.0000000E+00  7.7597841E+05  1.0000000E+04  1.0427010E+01  1.1873371E+01  7.8717949E+00
0.0000000E+00  7.7867746E+05  1.0000000E+04  1.0435634E+01  1.1872402E+01  7.8974359E+00
0.0000000E+00  7.8137652E+05  1.0000000E+04  1.0444194E+01  1.1871444E+01  7.9230769E+00
0.0000000E+00  7.8407557E+05  1.0000000E+04  1.0452689E+01  1.1870495E+01  7.9487179E+00
0.0000000E+00  7.8677463E+05  1.0000000E+04  1.0461120E+01  1.1869556E+01  7.9743590E+00
0.0000000E+00  7.8947368E+05  1.0000000E+04  1.0469488E+01  1.1868627E+01  8.0000000E+00
0.0000000E+00  7.9215463E+05  1.0000000E+04  1.0477793E+01  1.1867707E+01  8.0254690E+00
0.0000000E+00  7.9483557E+05  1.0000000E+04  1.0486035E+01  1.1866797E+01  8.0509379E+00
0.0000000E+00  7.9751652E+05  1.0000000E+04  1.0494215E+01  1.1865896E+01  8.0764069E+00
0.0000000E+00  8.0019746E+05  1.0000000E+04  1.0502334E+01  1.1865004E+01  8.1018759E+00
0.0000000E+00  8.0287841E+05  1.0000000E+04  1.0510668E+01  1.1864090E+01  8.1273449E+00
0.0000000E+00  8.0555935E+05  1.0000000E+04  1.0518944E+01  1.1863185E+01  8.1528138E+00
0.0000000E+00  8.0824030E+05  1.0000000E+04  1.0527157E+01  1.1862290E+01  8.1782828E+00
0.0000000E+00  8.1092124E+05  1.0000000E+04  1.0535305E+01  1.1861404E+01  8.2037518E+00
0.0000000E+00  8.1360219E+05  1.0000000E+04  1.0543419E+01  1.1860527E+01  8.2292208E+00
0.0000000E+00  8.1628313E+05  1.0000000E+04  1.0551467E+01  1.1859659E+01  8.2546898E+00
0.0000000E+00  8.1896408E+05  1.0000000E+04  1.0559451E+01  1.1858800E+01  8.2801587E+00
0.0000000E+00  8.2164502E+05  1.0000000E+04  1.0567373E+01  1.1857949E+01  8.3056277E+00
0.0000000E+00  8.2432597E+05  1.0000000E+04  1.0575233E+01  1.1857107E+01  8.3310967E+00
0.0000000E+00  8.2700691E+05  1.0000000E+04  1.0583030E+01  1.1856274E+01  8.3565657E+00
0.0000000E+00  8.2968786E+05  1.0000000E+04  1.0590765E+01  1.1855448E+01  8.3820346E+00
0.0000000E+00  8.3236880E+05  1.0000000E+04  1.0598439E+01  1.1854632E+01  8.4075036E+00
0.0000000E+00  8.3504975E+05  1.0000000E+04  1.0606051E+01  1.1853823E+01  8.4329726E+00
0.0000000E+00  8.3773069E+05  1.0000000E+04  1.0613603E+01  1.1853022E+01  8.4584416E+00
0.0000000E+00  8.4041164E+05  1.0000000E+04  1.0621093E+01  1.1852229E+01  8.4839105E+00
0.0000000E+00  8.4309258E+05  1.0000000E+04  1.0628523E+01  1.1851443E+01  8.5093795E+00
0.0000000E+00  8.4577353E+05  1.0000000E+04  1.0635893E+01  1.1850666E+01  8.5348485E+00
0.0000000E+00  8.4845447E+05  1.0000000E+04  1.0643202E+01  1.1849896E+01  8.5603175E+00
0.0000000E+00  8.5113541E+05  1.0000000E+04  1.0650452E+01  1.1849133E+01  8.5857864E+00
0.0000000E+00  8.5386050E+05  1.0000000E+04  1.0657642E+01  1.1848378E+01  8.6116748E+00
0.0000000E+00  8.5658559E+05  1.0000000E+04  1.0664772E+01  1.1847630E+01  8.6375631E+00
0.0000000E+00  8.5931068E+05  1.0000000E+04  1.0671843E+01  1.1846889E+01  8.6634515E+00
0.0000000E+00  8.6203577E+05  1.0000000E+04  1.0678622E+01  1.1846180E+01  8.6893398E+00
0.0000000E+00  8.6476086E+05  1.0000000E+04  1.0685339E+01  1.1845478E+01  8.7152282E+00
0.0000000E+00  8.6748595E+05  1.0000000E+04  1.0692001E+01  1.1844782E+01  8.7411165E+00
0.0000000E+00  8.7021104E+05  1.0000000E+04  1.0698609E+01  1.1844093E+01  8.7670049E+00
0.0000000E+00  8.7293613E+05  1.0000000E+04  1.0705162E+01  1.1843409E+01  8.7928932E+00
0.0000000E+00  8.7566122E+05  1.0000000E+04  1.0711660E+01  1.1842732E+01  8.8187816E+00
0.0000000E+00  8.7838631E+05  1.0000000E+04  1.0718103E+01  1.1842061E+01  8.8446699E+00
0.0000000E+00  8.8111140E+05  1.0000000E+04  1.0724493E+01  1.1841396E+01  8.8705583E+00
0.0000000E+00  8.8383649E+05  1.0000000E+04  1.0730827E+01  1.1840737E+01  8.8964466E+00
0.0000000E+00  8.8656157E+05  1.0000000E+04  1.0737108E+01  1.1840084E+01  8.9223350E+00
0.0000000E+00  8.8928666E+05  1.0000000E+04  1.0743334E+01  1.1839437E+01  8.9482233E+00
0.0000000E+00  8.9201175E+05  1.0000000E+04  1.0749507E+01  1.1838795E+01  8.9741116E+00
0.0000000E+00  8.9473684E+05  1.0000000E+04  1.0755625E+01  1.1838159E+01  9.0000000E+00
0.0000000E+00  8.9736842E+05  1.0000000E+04  1.0761689E+01  1.1837528E+01  9.0250000E+00
0.0000000E+00  9.0000000E+05  1.0000000E+04  1.0767698E+01  1.1836903E+01  9.0500000E+00
0.0000000E+00  9.0263158E+05  1.0000000E+04  1.0773654E+01  1.1836284E+01  9.0750000E+00
0.0000000E+00  9.0526316E+05  1.0000000E+04  1.0779556E+01  1.1835669E+01  9.1000000E+00
0.0000000E+00  9.0789474E+05  1.0000000E+04  1.0785403E+01  1.1835061E+01  9.1250000E+00
0.0000000E+00  9.1052632E+05  1.0000000E+04  1.0791197E+01  1.1834457E+01  9.1500000E+00
0.0000000E+00  9.1315789E+05  1.0000000E+04  1.0796936E+01  1.1833858E+01  9.1750000E+00
0.0000000E+00  9.1578947E+05  1.0000000E+04  1.0802622E+01  1.1833265E+01  9.2000000E+00
0.0000000E+00  9.1842105E+05  1.0000000E+04  1.0808253E+01  1.1832677E+01  9.2250000E+00
0.0000000E+00  9.2105263E+05  1.0000000E+04  1.0813829E+01  1.1832093E+01  9.2500000E+00
0.0000000E+00  9.2368421E+05  1.0000000E+04  1.0819351E+01  1.1831515E+01  9.2750000E+00
0.0000000E+00  9.2631579E+05  1.0000000E+04  1.0824819E+01  1.1830941E+01  9.3000000E+00
0.0000000E+00  9.2932331E+05  1.0000000E+04  1.0830232E+01  1.1830373E+01  9.3285714E+00
0.0000000E+00  9.3233083E+05  1.0000000E+04  1.0836953E+01  1.1829809E+01  9.3571429E+00
0.0000000E+00  9.3533835E+05  1.0000000E+04  1.0843102E+01  1.1829249E+01  9.3857143E+00
0.0000000E+00  9.3834586E+05  1.0000000E+04  1.0849175E+01  1.1828695E+01  9.4142857E+00
0.0000000E+00  9.4135338E+05  1.0000000E+04  1.0855186E+01  1.1828145E+01  9.4428571E+00
0.0000000E+00  9.4436090E+05  1.0000000E+04  1.0861135E+01  1.1827599E+01  9.4714286E+00
0.0000000E+00  9.4736842E+05  1.0000000E+04  1.0867022E+01  1.1827058E+01  9.5000000E+00
0.0000000E+00  9.5033425E+05  1.0000000E+04  1.0872847E+01  1.1826522E+01  9.5281754E+00
0.0000000E+00  9.5330009E+05  1.0000000E+04  1.0878610E+01  1.1825990E+01  9.5563508E+00
0.0000000E+00  9.5626592E+05  1.0000000E+04  1.0884309E+01  1.1825462E+01  9.5845262E+00
0.0000000E+00  9.5923175E+05  1.0000000E+04  1.0889946E+01  1.1824938E+01  9.6127017E+00
0.0000000E+00  9.6229485E+05  1.0000000E+04  1.0895519E+01  1.1824419E+01  9.6418011E+00
0.0000000E+00  9.6535795E+05  1.0000000E+04  1.0901029E+01  1.1823904E+01  9.6709006E+00
0.0000000E+00  9.6842105E+05  1.0000000E+04  1.0906474E+01  1.1823393E+01  9.7000000E+00
0.0000000E+00  9.7192982E+05  1.0000000E+04  1.0911856E+01  1.1822886E+01  9.7333333E+00
0.0000000E+00  9.7543860E+05  1.0000000E+04  1.0917172E+01  1.1822383E+01  9.7666667E+00
0.0000000E+00  9.7894737E+05  1.0000000E+04  1.0922424E+01  1.1821884E+01  9.8000000E+00
0.0000000E+00  9.8203045E+05  1.0000000E+04  1.0927610E+01  1.1821390E+01  9.8292893E+00
0.0000000E+00  9.8357200E+05  1.0000000E+04  1.0932730E+01  1.1820899E+01  9.8439340E+00
0.0000000E+00  9.8511354E+05  1.0000000E+04  1.0937784E+01  1.1820411E+01  9.8585786E+00
0.0000000E+00  9.8620358E+05  1.0000000E+04  1.0942770E+01  1.1819928E+01  9.8689340E+00
0.0000000E+00  9.8783863E+05  1.0000000E+04  1.0947690E+01  1.1819449E+01  9.8844670E+00
0.0000000E+00  9.8865616E+05  1.0000000E+04  1.0952542E+01  1.1818973E+01  9.8922335E+00
0.0000000E+00  9.8947368E+05  1.0000000E+04  1.0957326E+01  1.1818501E+01  9.9000000E+00
0.0000000E+00  9.9026316E+05  1.0000000E+04  1.0962041E+01  1.1818032E+01  9.9075000E+00
0.0000000E+00  9.9085526E+05  1.0000000E+04  1.0966687E+01  1.1817568E+01  9.9131250E+00
0.0000000E+00  9.9174342E+05  1.0000000E+04  1.0971263E+01  1.1817107E+01  9.9215625E+00
0.0000000E+00  9.9263158E+05  1.0000000E+04  1.0975768E+01  1.1816649E+01  9.9300000E+00
0.0000000E+00  9.9315789E+05  1.0000000E+04  1.0980203E+01  1.1816195E+01  9.9350000E+00
0.0000000E+00  9.9355263E+05  1.0000000E+04  1.0984566E+01  1.1815744E+01  9.9387500E+00
0.0000000E+00  9.9414474E+05  1.0000000E+04  1.0988945E+01  1.1815287E+01  9.9443750E+00
0.0000000E+00  9.9473684E+05  1.0000000E+04  1.0993250E+01  1.1814834E+01  9.9500000E+00
0.0000000E+00  9.9503343E+05  1.0000000E+04  1.0997478E+01  1.1814384E+01  9.9528175E+00
0.0000000E+00  9.9547830E+05  1.0000000E+04  1.1001629E+01  1.1813938E+01  9.9570438E+00
0.0000000E+00  9.9592318E+05  1.0000000E+04  1.1005700E+01  1.1813495E+01  9.9612702E+00
0.0000000E+00  9.9638264E+05  1.0000000E+04  1.1009693E+01  1.1813056E+01  9.9656351E+00
0.0000000E+00  9.9684211E+05  1.0000000E+04  1.1013605E+01  1.1812620E+01  9.9700000E+00
0.0000000E+00  9.9710526E+05  1.0000000E+04  1.1017435E+01  1.1812187E+01  9.9725000E+00
0.0000000E+00  9.9736842E+05  1.0000000E+04  1.1021184E+01  1.1811757E+01  9.9750000E+00
0.0000000E+00  9.9789474E+05  1.0000000E+04  1.1024849E+01  1.1811331E+01  9.9800000E+00
0.0000000E+00  9.9820305E+05  1.0000000E+04  1.1028429E+01  1.1810908E+01  9.9829289E+00
0.0000000E+00  9.9851135E+05  1.0000000E+04  1.1031925E+01  1.1810488E+01  9.9858579E+00
0.0000000E+00  9.9894737E+05  1.0000000E+04  1.1035334E+01  1.1810071E+01  9.9900000E+00
0.0000000E+00  9.9926316E+05  1.0000000E+04  1.1038655E+01  1.1809658E+01  9.9930000E+00
0.0000000E+00  9.9947368E+05  1.0000000E+04  1.1041887E+01  1.1809247E+01  9.9950000E+00
0.0000000E+00  9.9959232E+05  1.0000000E+04  1.1045028E+01  1.1808840E+01  9.9961270E+00
0.0000000E+00  9.9968421E+05  1.0000000E+04  1.1048079E+01  1.1808435E+01  9.9970000E+00
0.0000000E+00  9.9978947E+05  1.0000000E+04  1.1051036E+01  1.1808034E+01  9.9980000E+00
0.0000000E+00  9.9985114E+05  1.0000000E+04  1.1053899E+01  1.1807635E+01  9.9985858E+00
0.0000000E+00  9.9989474E+05  1.0000000E+04  1.1056666E+01  1.1807239E+01  9.9990000E+00
0.0000000E+00  9.9992632E+05  1.0000000E+04  1.1059335E+01  1.1806847E+01  9.9993000E+00
0.0000000E+00  9.9994737E+05  1.0000000E+04  1.1061906E+01  1.1806457E+01  9.9995000E+00
0.0000000E+00  9.9995923E+05  1.0000000E+04  1.1064375E+01  1.1806070E+01  9.9996127E+00
0.0000000E+00  9.9996842E+05  1.0000000E+04  1.1066742E+01  1.1805685E+01  9.9997000E+00
0.0000000E+00  9.9997895E+05  1.0000000E+04  1.1069005E+01  1.1805304E+01  9.9998000E+00
0.0000000E+00  9.9998511E+05  1.0000000E+04  1.1071162E+01  1.1804925E+01  9.9998586E+00
0.0000000E+00  9.9998947E+05  1.0000000E+04  1.1073210E+01  1.1804549E+01  9.9999000E+00
0.0000000E+00  9.9999263E+05  1.0000000E+04  1.1075148E+01  1.1804176E+01  9.9999300E+00
0.0000000E+00  9.9999474E+05  1.0000000E+04  1.1076974E+01  1.1803805E+01  9.9999500E+00
0.0000000E+00  9.9999592E+05  1.0000000E+04  1.1078685E+01  1.1803437E+01  9.9999613E+00
0.0000000E+00  9.9999684E+05  1.0000000E+04  1.1080279E+01  1.1803072E+01  9.9999700E+00
0.0000000E+00  9.9999789E+05  1.0000000E+04  1.1081753E+01  1.1802709E+01  9.9999800E+00
0.0000000E+00  9.9999851E+05  1.0000000E+04  1.1083106E+01  1.1802348E+01  9.9999859E+00
0.0000000E+00  9.9999895E+05  1.0000000E+04  1.1084334E+01  1.1801991E+01  9.9999900E+00
0.0000000E+00  9.9999926E+05  1.0000000E+04  1.1085434E+01  1.1801636E+01  9.9999930E+00
0.0000000E+00  9.9999947E+05  1.0000000E+04  1.1086404E+01  1.1801283E+01  9.9999950E+00
