Nsteps =      439
! r (AU)     t (yr)   nH (cm-3)  Tgas (K)   Tdust (K)   Av (mag)
0.0000000E+00  6.2694429E+05  1.0000000E+04  9.7427026E+00  1.1960932E+01  6.3067485E+00
0.0000000E+00  6.2953783E+05  1.0000000E+04  9.7572792E+00  1.1958819E+01  6.3324245E+00
0.0000000E+00  6.3213136E+05  1.0000000E+04  9.7717272E+00  1.1956738E+01  6.3581005E+00
0.0000000E+00  6.3472489E+05  1.0000000E+04  9.7860446E+00  1.1954687E+01  6.3837765E+00
0.0000000E+00  6.3731843E+05  1.0000000E+04  9.8002311E+00  1.1952667E+01  6.4094524E+00
0.0000000E+00  6.3991196E+05  1.0000000E+04  9.8142868E+00  1.1950676E+01  6.4351284E+00
0.0000000E+00  6.4250549E+05  1.0000000E+04  9.8282158E+00  1.1948715E+01  6.4608044E+00
0.0000000E+00  6.4509903E+05  1.0000000E+04  9.8420165E+00  1.1946782E+01  6.4864804E+00
0.0000000E+00  6.4769256E+05  1.0000000E+04  9.8556885E+00  1.1944876E+01  6.5121564E+00
0.0000000E+00  6.5028610E+05  1.0000000E+04  9.8692331E+00  1.1942998E+01  6.5378324E+00
0.0000000E+00  6.5287963E+05  1.0000000E+04  9.8826514E+00  1.1941147E+01  6.5635083E+00
0.0000000E+00  6.5547316E+05  1.0000000E+04  9.8959449E+00  1.1939321E+01  6.5891843E+00
0.0000000E+00  6.5806670E+05  1.0000000E+04  9.9091151E+00  1.1937521E+01  6.6148603E+00
0.0000000E+00  6.6066023E+05  1.0000000E+04  9.9221635E+00  1.1935746E+01  6.6405363E+00
0.0000000E+00  6.6325376E+05  1.0000000E+04  9.9350916E+00  1.1933995E+01  6.6662123E+00
0.0000000E+00  6.6584730E+05  1.0000000E+04  9.9479012E+00  1.1932269E+01  6.6918882E+00
0.0000000E+00  6.6844083E+05  1.0000000E+04  9.9603352E+00  1.1930601E+01  6.7175642E+00
0.0000000E+00  6.7103436E+05  1.0000000E+04  9.9726525E+00  1.1928956E+01  6.7432402E+00
0.0000000E+00  6.7362790E+05  1.0000000E+04  9.9848607E+00  1.1927332E+01  6.7689162E+00
0.0000000E+00  6.7622143E+05  1.0000000E+04  9.9969614E+00  1.1925729E+01  6.7945921E+00
0.0000000E+00  6.7881496E+05  1.0000000E+04  1.0008956E+01  1.1924147E+01  6.8202681E+00
0.0000000E+00  6.8140850E+05  1.0000000E+04  1.0020903E+01  1.1922586E+01  6.8459441E+00
0.0000000E+00  6.8400203E+05  1.0000000E+04  1.0032756E+01  1.1921045E+01  6.8716201E+00
0.0000000E+00  6.8659556E+05  1.0000000E+04  1.0044506E+01  1.1919523E+01  6.8972961E+00
0.0000000E+00  6.8918910E+05  1.0000000E+04  1.0056155E+01  1.1918021E+01  6.9229721E+00
0.0000000E+00  6.9178263E+05  1.0000000E+04  1.0067705E+01  1.1916538E+01  6.9486480E+00
0.0000000E+00  6.9437616E+05  1.0000000E+04  1.0079156E+01  1.1915073E+01  6.9743240E+00
0.0000000E+00  6.9696970E+05  1.0000000E+04  1.0090511E+01  1.1913627E+01  7.0000000E+00
0.0000000E+00  6.9955970E+05  1.0000000E+04  1.0101770E+01  1.1912199E+01  7.0256410E+00
0.0000000E+00  7.0214970E+05  1.0000000E+04  1.0112935E+01  1.1910788E+01  7.0512821E+00
0.0000000E+00  7.0473971E+05  1.0000000E+04  1.0124007E+01  1.1909395E+01  7.0769231E+00
0.0000000E+00  7.0732971E+05  1.0000000E+04  1.0134988E+01  1.1908018E+01  7.1025641E+00
0.0000000E+00  7.0991971E+05  1.0000000E+04  1.0145879E+01  1.1906659E+01  7.1282051E+00
0.0000000E+00  7.1250971E+05  1.0000000E+04  1.0156678E+01  1.1905315E+01  7.1538461E+00
0.0000000E+00  7.1509972E+05  1.0000000E+04  1.0167393E+01  1.1903988E+01  7.1794872E+00
0.0000000E+00  7.1768972E+05  1.0000000E+04  1.0178021E+01  1.1902677E+01  7.2051282E+00
0.0000000E+00  7.2027972E+05  1.0000000E+04  1.0188564E+01  1.1901381E+01  7.2307692E+00
0.0000000E+00  7.2286972E+05  1.0000000E+04  1.0199023E+01  1.1900101E+01  7.2564103E+00
0.0000000E+00  7.2545973E+05  1.0000000E+04  1.0209394E+01  1.1898836E+01  7.2820513E+00
0.0000000E+00  7.2804973E+05  1.0000000E+04  1.0219686E+01  1.1897585E+01  7.3076923E+00
0.0000000E+00  7.3063973E+05  1.0000000E+04  1.0229896E+01  1.1896350E+01  7.3333333E+00
0.0000000E+00  7.3322973E+05  1.0000000E+04  1.0240026E+01  1.1895128E+01  7.3589744E+00
0.0000000E+00  7.3581974E+05  1.0000000E+04  1.0250076E+01  1.1893920E+01  7.3846154E+00
0.0000000E+00  7.3840974E+05  1.0000000E+04  1.0260048E+01  1.1892727E+01  7.4102564E+00
0.0000000E+00  7.4099974E+05  1.0000000E+04  1.0269941E+01  1.1891547E+01  7.4358974E+00
0.0000000E+00  7.4358974E+05  1.0000000E+04  1.0279758E+01  1.1890380E+01  7.4615385E+00
0.0000000E+00  7.4617975E+05  1.0000000E+04  1.0289498E+01  1.1889227E+01  7.4871795E+00
0.0000000E+00  7.4876975E+05  1.0000000E+04  1.0299163E+01  1.1888086E+01  7.5128205E+00
0.0000000E+00  7.5135975E+05  1.0000000E+04  1.0308754E+01  1.1886958E+01  7.5384615E+00
0.0000000E+00  7.5394975E+05  1.0000000E+04  1.0318271E+01  1.1885843E+01  7.5641026E+00
0.0000000E+00  7.5653976E+05  1.0000000E+04  1.0327714E+01  1.1884740E+01  7.5897436E+00
0.0000000E+00  7.5912976E+05  1.0000000E+04  1.0337085E+01  1.1883650E+01  7.6153846E+00
0.0000000E+00  7.6171976E+05  1.0000000E+04  1.0346385E+01  1.1882571E+01  7.6410256E+00
0.0000000E+00  7.6430976E+05  1.0000000E+04  1.0355612E+01  1.1881504E+01  7.6666667E+00
0.0000000E+00  7.6689977E+05  1.0000000E+04  1.0364775E+01  1.1880449E+01  7.6923077E+00
0.0000000E+00  7.6948977E+05  1.0000000E+04  1.0373870E+01  1.1879405E+01  7.7179487E+00
0.0000000E+00  7.7207977E+05  1.0000000E+04  1.0382895E+01  1.1878372E+01  7.7435897E+00
0.0000000E+00  7.7466977E+05  1.0000000E+04  1.0391852E+01  1.1877350E+01  7.7692308E+00
0.0000000E+00  7.7725978E+05  1.0000000E+04  1.0400742E+01  1.1876340E+01  7.7948718E+00
0.0000000E+00  7.7984978E+05  1.0000000E+04  1.0409564E+01  1.1875340E+01  7.8205128E+00
0.0000000E+00  7.8243978E+05  1.0000000E+04  1.0418320E+01  1.1874350E+01  7.8461539E+00
0.0000000E+00  7.8502978E+05  1.0000000E+04  1.0427010E+01  1.1873371E+01  7.8717949E+00
0.0000000E+00  7.8761979E+05  1.0000000E+04  1.0435634E+01  1.1872402E+01  7.8974359E+00
0.0000000E+00  7.9020979E+05  1.0000000E+04  1.0444194E+01  1.1871444E+01  7.9230769E+00
0.0000000E+00  7.9279979E+05  1.0000000E+04  1.0452689E+01  1.1870495E+01  7.9487179E+00
0.0000000E+00  7.9538979E+05  1.0000000E+04  1.0461120E+01  1.1869556E+01  7.9743590E+00
0.0000000E+00  7.9797980E+05  1.0000000E+04  1.0469488E+01  1.1868627E+01  8.0000000E+00
0.0000000E+00  8.0055242E+05  1.0000000E+04  1.0477793E+01  1.1867707E+01  8.0254690E+00
0.0000000E+00  8.0312505E+05  1.0000000E+04  1.0486035E+01  1.1866797E+01  8.0509379E+00
0.0000000E+00  8.0569767E+05  1.0000000E+04  1.0494215E+01  1.1865896E+01  8.0764069E+00
0.0000000E+00  8.0827029E+05  1.0000000E+04  1.0502334E+01  1.1865004E+01  8.1018759E+00
0.0000000E+00  8.1084292E+05  1.0000000E+04  1.0510668E+01  1.1864090E+01  8.1273449E+00
0.0000000E+00  8.1341554E+05  1.0000000E+04  1.0518944E+01  1.1863185E+01  8.1528138E+00
0.0000000E+00  8.1598816E+05  1.0000000E+04  1.0527157E+01  1.1862290E+01  8.1782828E+00
0.0000000E+00  8.1856079E+05  1.0000000E+04  1.0535305E+01  1.1861404E+01  8.2037518E+00
0.0000000E+00  8.2113341E+05  1.0000000E+04  1.0543419E+01  1.1860527E+01  8.2292208E+00
0.0000000E+00  8.2370604E+05  1.0000000E+04  1.0551467E+01  1.1859659E+01  8.2546898E+00
0.0000000E+00  8.2627866E+05  1.0000000E+04  1.0559451E+01  1.1858800E+01  8.2801587E+00
0.0000000E+00  8.2885128E+05  1.0000000E+04  1.0567373E+01  1.1857949E+01  8.3056277E+00
0.0000000E+00  8.3142391E+05  1.0000000E+04  1.0575233E+01  1.1857107E+01  8.3310967E+00
0.0000000E+00  8.3399653E+05  1.0000000E+04  1.0583030E+01  1.1856274E+01  8.3565657E+00
0.0000000E+00  8.3656915E+05  1.0000000E+04  1.0590765E+01  1.1855448E+01  8.3820346E+00
0.0000000E+00  8.3914178E+05  1.0000000E+04  1.0598439E+01  1.1854632E+01  8.4075036E+00
0.0000000E+00  8.4171440E+05  1.0000000E+04  1.0606051E+01  1.1853823E+01  8.4329726E+00
0.0000000E+00  8.4428703E+05  1.0000000E+04  1.0613603E+01  1.1853022E+01  8.4584416E+00
0.0000000E+00  8.4685965E+05  1.0000000E+04  1.0621093E+01  1.1852229E+01  8.4839105E+00
0.0000000E+00  8.4943227E+05  1.0000000E+04  1.0628523E+01  1.1851443E+01  8.5093795E+00
0.0000000E+00  8.5200490E+05  1.0000000E+04  1.0635893E+01  1.1850666E+01  8.5348485E+00
0.0000000E+00  8.5457752E+05  1.0000000E+04  1.0643202E+01  1.1849896E+01  8.5603175E+00
0.0000000E+00  8.5715015E+05  1.0000000E+04  1.0650452E+01  1.1849133E+01  8.5857864E+00
0.0000000E+00  8.5976513E+05  1.0000000E+04  1.0657642E+01  1.1848378E+01  8.6116748E+00
0.0000000E+00  8.6238011E+05  1.0000000E+04  1.0664772E+01  1.1847630E+01  8.6375631E+00
0.0000000E+00  8.6499510E+05  1.0000000E+04  1.0671843E+01  1.1846889E+01  8.6634515E+00
0.0000000E+00  8.6761008E+05  1.0000000E+04  1.0678622E+01  1.1846180E+01  8.6893398E+00
0.0000000E+00  8.7022507E+05  1.0000000E+04  1.0685339E+01  1.1845478E+01  8.7152282E+00
0.0000000E+00  8.7284005E+05  1.0000000E+04  1.0692001E+01  1.1844782E+01  8.7411165E+00
0.0000000E+00  8.7545504E+05  1.0000000E+04  1.0698609E+01  1.1844093E+01  8.7670049E+00
0.0000000E+00  8.7807002E+05  1.0000000E+04  1.0705162E+01  1.1843409E+01  8.7928932E+00
0.0000000E+00  8.8068501E+05  1.0000000E+04  1.0711660E+01  1.1842732E+01  8.8187816E+00
0.0000000E+00  8.8329999E+05  1.0000000E+04  1.0718103E+01  1.1842061E+01  8.8446699E+00
0.0000000E+00  8.8591498E+05  1.0000000E+04  1.0724493E+01  1.1841396E+01  8.8705583E+00
0.0000000E+00  8.8852996E+05  1.0000000E+04  1.0730827E+01  1.1840737E+01  8.8964466E+00
0.0000000E+00  8.9114495E+05  1.0000000E+04  1.0737108E+01  1.1840084E+01  8.9223350E+00
0.0000000E+00  8.9375993E+05  1.0000000E+04  1.0743334E+01  1.1839437E+01  8.9482233E+00
0.0000000E+00  8.9637491E+05  1.0000000E+04  1.0749507E+01  1.1838795E+01  8.9741116E+00
0.0000000E+00  8.9898990E+05  1.0000000E+04  1.0755625E+01  1.1838159E+01  9.0000000E+00
0.0000000E+00  9.0151515E+05  1.0000000E+04  1.0761689E+01  1.1837528E+01  9.0250000E+00
0.0000000E+00  9.0404040E+05  1.0000000E+04  1.0767698E+01  1.1836903E+01  9.0500000E+00
0.0000000E+00  9.0656566E+05  1.0000000E+04  1.0773654E+01  1.1836284E+01  9.0750000E+00
0.0000000E+00  9.0909091E+05  1.0000000E+04  1.0779556E+01  1.1835669E+01  9.1000000E+00
0.0000000E+00  9.1161616E+05  1.0000000E+04  1.0785403E+01  1.1835061E+01  9.1250000E+00
0.0000000E+00  9.1414141E+05  1.0000000E+04  1.0791197E+01  1.1834457E+01  9.1500000E+00
0.0000000E+00  9.1666667E+05  1.0000000E+04  1.0796936E+01  1.1833858E+01  9.1750000E+00
0.0000000E+00  9.1919192E+05  1.0000000E+04  1.0802622E+01  1.1833265E+01  9.2000000E+00
0.0000000E+00  9.2171717E+05  1.0000000E+04  1.0808253E+01  1.1832677E+01  9.2250000E+00
0.0000000E+00  9.2424242E+05  1.0000000E+04  1.0813829E+01  1.1832093E+01  9.2500000E+00
0.0000000E+00  9.2676768E+05  1.0000000E+04  1.0819351E+01  1.1831515E+01  9.2750000E+00
0.0000000E+00  9.2929293E+05  1.0000000E+04  1.0824819E+01  1.1830941E+01  9.3000000E+00
0.0000000E+00  9.3217893E+05  1.0000000E+04  1.0830232E+01  1.1830373E+01  9.3285714E+00
0.0000000E+00  9.3506494E+05  1.0000000E+04  1.0836953E+01  1.1829809E+01  9.3571429E+00
0.0000000E+00  9.3795094E+05  1.0000000E+04  1.0843102E+01  1.1829249E+01  9.3857143E+00
0.0000000E+00  9.4083694E+05  1.0000000E+04  1.0849175E+01  1.1828695E+01  9.4142857E+00
0.0000000E+00  9.4372294E+05  1.0000000E+04  1.0855186E+01  1.1828145E+01  9.4428571E+00
0.0000000E+00  9.4660895E+05  1.0000000E+04  1.0861135E+01  1.1827599E+01  9.4714286E+00
0.0000000E+00  9.4949495E+05  1.0000000E+04  1.0867022E+01  1.1827058E+01  9.5000000E+00
0.0000000E+00  9.5234095E+05  1.0000000E+04  1.0872847E+01  1.1826522E+01  9.5281754E+00
0.0000000E+00  9.5518695E+05  1.0000000E+04  1.0878610E+01  1.1825990E+01  9.5563508E+00
0.0000000E+00  9.5803295E+05  1.0000000E+04  1.0884309E+01  1.1825462E+01  9.5845262E+00
0.0000000E+00  9.6087896E+05  1.0000000E+04  1.0889946E+01  1.1824938E+01  9.6127017E+00
0.0000000E+00  9.6381829E+05  1.0000000E+04  1.0895519E+01  1.1824419E+01  9.6418011E+00
0.0000000E+00  9.6675763E+05  1.0000000E+04  1.0901029E+01  1.1823904E+01  9.6709006E+00
0.0000000E+00  9.6969697E+05  1.0000000E+04  1.0906474E+01  1.1823393E+01  9.7000000E+00
0.0000000E+00  9.7306397E+05  1.0000000E+04  1.0911856E+01  1.1822886E+01  9.7333333E+00
0.0000000E+00  9.7643098E+05  1.0000000E+04  1.0917172E+01  1.1822383E+01  9.7666667E+00
0.0000000E+00  9.7979798E+05  1.0000000E+04  1.0922424E+01  1.1821884E+01  9.8000000E+00
0.0000000E+00  9.8275650E+05  1.0000000E+04  1.0927610E+01  1.1821390E+01  9.8292893E+00
0.0000000E+00  9.8423576E+05  1.0000000E+04  1.0932730E+01  1.1820899E+01  9.8439340E+00
0.0000000E+00  9.8571501E+05  1.0000000E+04  1.0937784E+01  1.1820411E+01  9.8585786E+00
0.0000000E+00  9.8676101E+05  1.0000000E+04  1.0942770E+01  1.1819928E+01  9.8689340E+00
0.0000000E+00  9.8833000E+05  1.0000000E+04  1.0947690E+01  1.1819449E+01  9.8844670E+00
0.0000000E+00  9.8911449E+05  1.0000000E+04  1.0952542E+01  1.1818973E+01  9.8922335E+00
0.0000000E+00  9.8989899E+05  1.0000000E+04  1.0957326E+01  1.1818501E+01  9.9000000E+00
0.0000000E+00  9.9065657E+05  1.0000000E+04  1.0962041E+01  1.1818032E+01  9.9075000E+00
0.0000000E+00  9.9122475E+05  1.0000000E+04  1.0966687E+01  1.1817568E+01  9.9131250E+00
0.0000000E+00  9.9207702E+05  1.0000000E+04  1.0971263E+01  1.1817107E+01  9.9215625E+00
0.0000000E+00  9.9292929E+05  1.0000000E+04  1.0975768E+01  1.1816649E+01  9.9300000E+00
0.0000000E+00  9.9343434E+05  1.0000000E+04  1.0980203E+01  1.1816195E+01  9.9350000E+00
0.0000000E+00  9.9381313E+05  1.0000000E+04  1.0984566E+01  1.1815744E+01  9.9387500E+00
0.0000000E+00  9.9438131E+05  1.0000000E+04  1.0988945E+01  1.1815287E+01  9.9443750E+00
0.0000000E+00  9.9494949E+05  1.0000000E+04  1.0993250E+01  1.1814834E+01  9.9500000E+00
0.0000000E+00  9.9523409E+05  1.0000000E+04  1.0997478E+01  1.1814384E+01  9.9528175E+00
0.0000000E+00  9.9566099E+05  1.0000000E+04  1.1001629E+01  1.1813938E+01  9.9570438E+00
0.0000000E+00  9.9608790E+05  1.0000000E+04  1.1005700E+01  1.1813495E+01  9.9612702E+00
0.0000000E+00  9.9652880E+05  1.0000000E+04  1.1009693E+01  1.1813056E+01  9.9656351E+00
0.0000000E+00  9.9696970E+05  1.0000000E+04  1.1013605E+01  1.1812620E+01  9.9700000E+00
0.0000000E+00  9.9722222E+05  1.0000000E+04  1.1017435E+01  1.1812187E+01  9.9725000E+00
0.0000000E+00  9.9747475E+05  1.0000000E+04  1.1021184E+01  1.1811757E+01  9.9750000E+00
0.0000000E+00  9.9797980E+05  1.0000000E+04  1.1024849E+01  1.1811331E+01  9.9800000E+00
0.0000000E+00  9.9827565E+05  1.0000000E+04  1.1028429E+01  1.1810908E+01  9.9829289E+00
0.0000000E+00  9.9857150E+05  1.0000000E+04  1.1031925E+01  1.1810488E+01  9.9858579E+00
0.0000000E+00  9.9898990E+05  1.0000000E+04  1.1035334E+01  1.1810071E+01  9.9900000E+00
0.0000000E+00  9.9929293E+05  1.0000000E+04  1.1038655E+01  1.1809658E+01  9.9930000E+00
0.0000000E+00  9.9949495E+05  1.0000000E+04  1.1041887E+01  1.1809247E+01  9.9950000E+00
0.0000000E+00  9.9960879E+05  1.0000000E+04  1.1045028E+01  1.1808840E+01  9.9961270E+00
0.0000000E+00  9.9969697E+05  1.0000000E+04  1.1048079E+01  1.1808435E+01  9.9970000E+00
0.0000000E+00  9.9979798E+05  1.0000000E+04  1.1051036E+01  1.1808034E+01  9.9980000E+00
0.0000000E+00  9.9985715E+05  1.0000000E+04  1.1053899E+01  1.1807635E+01  9.9985858E+00
0.0000000E+00  9.9989899E+05  1.0000000E+04  1.1056666E+01  1.1807239E+01  9.9990000E+00
0.0000000E+00  9.9992929E+05  1.0000000E+04  1.1059335E+01  1.1806847E+01  9.9993000E+00
0.0000000E+00  9.9994949E+05  1.0000000E+04  1.1061906E+01  1.1806457E+01  9.9995000E+00
0.0000000E+00  9.9996088E+05  1.0000000E+04  1.1064375E+01  1.1806070E+01  9.9996127E+00
0.0000000E+00  9.9996970E+05  1.0000000E+04  1.1066742E+01  1.1805685E+01  9.9997000E+00
0.0000000E+00  9.9997980E+05  1.0000000E+04  1.1069005E+01  1.1805304E+01  9.9998000E+00
0.0000000E+00  9.9998572E+05  1.0000000E+04  1.1071162E+01  1.1804925E+01  9.9998586E+00
0.0000000E+00  9.9998990E+05  1.0000000E+04  1.1073210E+01  1.1804549E+01  9.9999000E+00
0.0000000E+00  9.9999293E+05  1.0000000E+04  1.1075148E+01  1.1804176E+01  9.9999300E+00
0.0000000E+00  9.9999495E+05  1.0000000E+04  1.1076974E+01  1.1803805E+01  9.9999500E+00
0.0000000E+00  9.9999609E+05  1.0000000E+04  1.1078685E+01  1.1803437E+01  9.9999613E+00
0.0000000E+00  9.9999697E+05  1.0000000E+04  1.1080279E+01  1.1803072E+01  9.9999700E+00
0.0000000E+00  9.9999798E+05  1.0000000E+04  1.1081753E+01  1.1802709E+01  9.9999800E+00
0.0000000E+00  9.9999857E+05  1.0000000E+04  1.1083106E+01  1.1802348E+01  9.9999859E+00
0.0000000E+00  9.9999899E+05  1.0000000E+04  1.1084334E+01  1.1801991E+01  9.9999900E+00
0.0000000E+00  9.9999929E+05  1.0000000E+04  1.1085434E+01  1.1801636E+01  9.9999930E+00
0.0000000E+00  9.9999949E+05  1.0000000E+04  1.1086404E+01  1.1801283E+01  9.9999950E+00
