! Nsteps =   422   
! r (AU)     t (yr)   nH (cm-3)  Tgas (K)   Tdust (K)   Av (mag)
0.000E+00  8.083E+05  1.000E+04  1.050E+01  1.187E+01  8.102E+00
0.000E+00  8.108E+05  1.000E+04  1.051E+01  1.186E+01  8.127E+00
0.000E+00  8.134E+05  1.000E+04  1.052E+01  1.186E+01  8.153E+00
0.000E+00  8.160E+05  1.000E+04  1.053E+01  1.186E+01  8.178E+00
0.000E+00  8.186E+05  1.000E+04  1.054E+01  1.186E+01  8.204E+00
0.000E+00  8.211E+05  1.000E+04  1.054E+01  1.186E+01  8.229E+00
0.000E+00  8.237E+05  1.000E+04  1.055E+01  1.186E+01  8.255E+00
0.000E+00  8.263E+05  1.000E+04  1.056E+01  1.186E+01  8.280E+00
0.000E+00  8.289E+05  1.000E+04  1.057E+01  1.186E+01  8.306E+00
0.000E+00  8.314E+05  1.000E+04  1.058E+01  1.186E+01  8.331E+00
0.000E+00  8.340E+05  1.000E+04  1.058E+01  1.186E+01  8.357E+00
0.000E+00  8.366E+05  1.000E+04  1.059E+01  1.186E+01  8.382E+00
0.000E+00  8.391E+05  1.000E+04  1.060E+01  1.185E+01  8.408E+00
0.000E+00  8.417E+05  1.000E+04  1.061E+01  1.185E+01  8.433E+00
0.000E+00  8.443E+05  1.000E+04  1.061E+01  1.185E+01  8.458E+00
0.000E+00  8.469E+05  1.000E+04  1.062E+01  1.185E+01  8.484E+00
0.000E+00  8.494E+05  1.000E+04  1.063E+01  1.185E+01  8.509E+00
0.000E+00  8.520E+05  1.000E+04  1.064E+01  1.185E+01  8.535E+00
0.000E+00  8.546E+05  1.000E+04  1.064E+01  1.185E+01  8.560E+00
0.000E+00  8.572E+05  1.000E+04  1.065E+01  1.185E+01  8.586E+00
0.000E+00  8.598E+05  1.000E+04  1.066E+01  1.185E+01  8.612E+00
0.000E+00  8.624E+05  1.000E+04  1.066E+01  1.185E+01  8.638E+00
0.000E+00  8.650E+05  1.000E+04  1.067E+01  1.185E+01  8.663E+00
0.000E+00  8.676E+05  1.000E+04  1.068E+01  1.185E+01  8.689E+00
0.000E+00  8.702E+05  1.000E+04  1.069E+01  1.185E+01  8.715E+00
0.000E+00  8.728E+05  1.000E+04  1.069E+01  1.184E+01  8.741E+00
0.000E+00  8.755E+05  1.000E+04  1.070E+01  1.184E+01  8.767E+00
0.000E+00  8.781E+05  1.000E+04  1.071E+01  1.184E+01  8.793E+00
0.000E+00  8.807E+05  1.000E+04  1.071E+01  1.184E+01  8.819E+00
0.000E+00  8.833E+05  1.000E+04  1.072E+01  1.184E+01  8.845E+00
0.000E+00  8.859E+05  1.000E+04  1.072E+01  1.184E+01  8.871E+00
0.000E+00  8.885E+05  1.000E+04  1.073E+01  1.184E+01  8.896E+00
0.000E+00  8.911E+05  1.000E+04  1.074E+01  1.184E+01  8.922E+00
0.000E+00  8.938E+05  1.000E+04  1.074E+01  1.184E+01  8.948E+00
0.000E+00  8.964E+05  1.000E+04  1.075E+01  1.184E+01  8.974E+00
0.000E+00  8.990E+05  1.000E+04  1.076E+01  1.184E+01  9.000E+00
0.000E+00  9.015E+05  1.000E+04  1.076E+01  1.184E+01  9.025E+00
0.000E+00  9.040E+05  1.000E+04  1.077E+01  1.184E+01  9.050E+00
0.000E+00  9.066E+05  1.000E+04  1.077E+01  1.184E+01  9.075E+00
0.000E+00  9.091E+05  1.000E+04  1.078E+01  1.184E+01  9.100E+00
0.000E+00  9.116E+05  1.000E+04  1.079E+01  1.184E+01  9.125E+00
0.000E+00  9.141E+05  1.000E+04  1.079E+01  1.183E+01  9.150E+00
0.000E+00  9.167E+05  1.000E+04  1.080E+01  1.183E+01  9.175E+00
0.000E+00  9.192E+05  1.000E+04  1.080E+01  1.183E+01  9.200E+00
0.000E+00  9.217E+05  1.000E+04  1.081E+01  1.183E+01  9.225E+00
0.000E+00  9.242E+05  1.000E+04  1.081E+01  1.183E+01  9.250E+00
0.000E+00  9.268E+05  1.000E+04  1.082E+01  1.183E+01  9.275E+00
0.000E+00  9.293E+05  1.000E+04  1.082E+01  1.183E+01  9.300E+00
0.000E+00  9.322E+05  1.000E+04  1.083E+01  1.183E+01  9.329E+00
0.000E+00  9.351E+05  1.000E+04  1.084E+01  1.183E+01  9.357E+00
0.000E+00  9.380E+05  1.000E+04  1.084E+01  1.183E+01  9.386E+00
0.000E+00  9.408E+05  1.000E+04  1.085E+01  1.183E+01  9.414E+00
0.000E+00  9.437E+05  1.000E+04  1.086E+01  1.183E+01  9.443E+00
0.000E+00  9.466E+05  1.000E+04  1.086E+01  1.183E+01  9.471E+00
0.000E+00  9.495E+05  1.000E+04  1.087E+01  1.183E+01  9.500E+00
0.000E+00  9.523E+05  1.000E+04  1.087E+01  1.183E+01  9.528E+00
0.000E+00  9.552E+05  1.000E+04  1.088E+01  1.183E+01  9.556E+00
0.000E+00  9.580E+05  1.000E+04  1.088E+01  1.183E+01  9.585E+00
0.000E+00  9.609E+05  1.000E+04  1.089E+01  1.182E+01  9.613E+00
0.000E+00  9.638E+05  1.000E+04  1.090E+01  1.182E+01  9.642E+00
0.000E+00  9.668E+05  1.000E+04  1.090E+01  1.182E+01  9.671E+00
0.000E+00  9.697E+05  1.000E+04  1.091E+01  1.182E+01  9.700E+00
0.000E+00  9.731E+05  1.000E+04  1.091E+01  1.182E+01  9.733E+00
0.000E+00  9.764E+05  1.000E+04  1.092E+01  1.182E+01  9.767E+00
0.000E+00  9.798E+05  1.000E+04  1.092E+01  1.182E+01  9.800E+00
0.000E+00  9.828E+05  1.000E+04  1.093E+01  1.182E+01  9.829E+00
0.000E+00  9.842E+05  1.000E+04  1.093E+01  1.182E+01  9.844E+00
0.000E+00  9.857E+05  1.000E+04  1.094E+01  1.182E+01  9.859E+00
0.000E+00  9.868E+05  1.000E+04  1.094E+01  1.182E+01  9.869E+00
0.000E+00  9.883E+05  1.000E+04  1.095E+01  1.182E+01  9.884E+00
0.000E+00  9.891E+05  1.000E+04  1.095E+01  1.182E+01  9.892E+00
0.000E+00  9.899E+05  1.000E+04  1.096E+01  1.182E+01  9.900E+00
0.000E+00  9.907E+05  1.000E+04  1.096E+01  1.182E+01  9.908E+00
0.000E+00  9.912E+05  1.000E+04  1.097E+01  1.182E+01  9.913E+00
0.000E+00  9.921E+05  1.000E+04  1.097E+01  1.182E+01  9.922E+00
0.000E+00  9.929E+05  1.000E+04  1.098E+01  1.182E+01  9.930E+00
0.000E+00  9.934E+05  1.000E+04  1.098E+01  1.182E+01  9.935E+00
0.000E+00  9.938E+05  1.000E+04  1.098E+01  1.182E+01  9.939E+00
0.000E+00  9.944E+05  1.000E+04  1.099E+01  1.182E+01  9.944E+00
0.000E+00  9.949E+05  1.000E+04  1.099E+01  1.181E+01  9.950E+00
0.000E+00  9.952E+05  1.000E+04  1.100E+01  1.181E+01  9.953E+00
0.000E+00  9.957E+05  1.000E+04  1.100E+01  1.181E+01  9.957E+00
0.000E+00  9.961E+05  1.000E+04  1.101E+01  1.181E+01  9.961E+00
0.000E+00  9.965E+05  1.000E+04  1.101E+01  1.181E+01  9.966E+00
0.000E+00  9.970E+05  1.000E+04  1.101E+01  1.181E+01  9.970E+00
0.000E+00  9.972E+05  1.000E+04  1.102E+01  1.181E+01  9.973E+00
0.000E+00  9.975E+05  1.000E+04  1.102E+01  1.181E+01  9.975E+00
0.000E+00  9.980E+05  1.000E+04  1.102E+01  1.181E+01  9.980E+00
0.000E+00  9.983E+05  1.000E+04  1.103E+01  1.181E+01  9.983E+00
0.000E+00  9.986E+05  1.000E+04  1.103E+01  1.181E+01  9.986E+00
0.000E+00  9.990E+05  1.000E+04  1.104E+01  1.181E+01  9.990E+00
0.000E+00  9.993E+05  1.000E+04  1.104E+01  1.181E+01  9.993E+00
0.000E+00  9.995E+05  1.000E+04  1.104E+01  1.181E+01  9.995E+00
0.000E+00  9.996E+05  1.000E+04  1.105E+01  1.181E+01  9.996E+00
0.000E+00  9.997E+05  1.000E+04  1.105E+01  1.181E+01  9.997E+00
0.000E+00  9.998E+05  1.000E+04  1.105E+01  1.181E+01  9.998E+00
0.000E+00  9.999E+05  1.000E+04  1.105E+01  1.181E+01  9.999E+00
0.000E+00  9.999E+05  1.000E+04  1.106E+01  1.181E+01  9.999E+00
0.000E+00  9.999E+05  1.000E+04  1.106E+01  1.181E+01  9.999E+00
0.000E+00  9.999E+05  1.000E+04  1.106E+01  1.181E+01  9.999E+00
0.000E+00  1.000E+06  1.000E+04  1.106E+01  1.181E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.107E+01  1.181E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.107E+01  1.181E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.107E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.107E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.108E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.109E+01  1.180E+01  1.000E+01
0.000E+00  1.000E+06  1.000E+04  1.109E+01  1.180E+01  1.000E+01
